province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Pangasinan,Malasiqui,Councilor,"Pinlac, Restituta Pinlac",Tita,Nationalist People's Coalition,19733
Pangasinan,Malasiqui,Councilor,"De Vera, Francisco , Jr. Rosal",Papok,Nationalist People's Coalition,20105
Pangasinan,Malasiqui,Councilor,"Laforteza, Larry Santiago",Larry,Nacionalista Party,20432
Pangasinan,Malasiqui,Councilor,"Domantay, Sonny Mendoza",Sony,Nationalist People's Coalition,21449
Pangasinan,Malasiqui,Councilor,"Opguar, Pedro Abalos",Pabling,Nationalist People's Coalition,22825
Pangasinan,Malasiqui,Councilor,"De Guzman, Jevie Posadas",Jebong,Nacionalista Party,22979
Pangasinan,Malasiqui,Councilor,"Capua, Crispin Dagarag",Sopring,Nationalist People's Coalition,26498
Pangasinan,Malasiqui,Councilor,"Sanchez, Rollin Calimlim",Rolins,Nationalist People's Coalition,26510
Pangasinan,Manaoag,Mayor,"Sales, Napoleon Diaz",Pol,Nationalist People's Coalition,15755
Pangasinan,Manaoag,Vice-Mayor,"Amador, Kim Mikael De Guzman",Kim,Nationalist People's Coalition,15191
Pangasinan,Manaoag,Councilor,"De Vera, Rosalino Sisor",Doc Nemo,Lakas-Kampi,10411
Pangasinan,Manaoag,Councilor,"Veloria, Jessie Soriano",Jc,Nationalist People's Coalition,10888
Pangasinan,Manaoag,Councilor,"Lacaste, Dante Aquino",Dan,Nationalist People's Coalition,10921
Pangasinan,Manaoag,Councilor,"Rosario, Jose R Roux",Uncle Doods,Lakas-Kampi,11177
Pangasinan,Manaoag,Councilor,"Sales, Pedro Jr. Diaz",Boyet,Independent,11299
Pangasinan,Manaoag,Councilor,"Calizo, Wilson Banayat",Wilson,Nationalist People's Coalition,11677
Pangasinan,Manaoag,Councilor,"Tabadero, Gerald Macaraeg",Gerald,Nationalist People's Coalition,12677
Pangasinan,Manaoag,Councilor,"Villacorta, Maria Isabel Dela Cruz",Aisa,Nationalist People's Coalition,13593
Pangasinan,Mangaldan,Mayor,"Romero, Herminio Aquino",Hermie,Nacionalista Party,26561
Pangasinan,Mangaldan,Vice-Mayor,"Abalos, Bernardo Cruz",Berex,Nationalist People's Coalition,20113
Pangasinan,Mangaldan,Councilor,"Fabia, Alberto Leo Moulic",Arthur,Nacionalista Party,18475
Pangasinan,Mangaldan,Councilor,"Villanueva, Magdalena Morales",Magda,Lakas-Kampi,18540
Pangasinan,Mangaldan,Councilor,"Cabrera, Manuel Presto",Manny,Nacionalista Party,18620
Pangasinan,Mangaldan,Councilor,"Soriano, Alfredo Muyano",Kap Fredi,Nacionalista Party,19052
Pangasinan,Mangaldan,Councilor,"Gubatan, Maria Judith Nato",Gubatan,Liberal Party,19960
Pangasinan,Mangaldan,Councilor,"Meneses, Joel Ceralde",Jcm,Nacionalista Party,21037
Pangasinan,Mangaldan,Councilor,"Cera, Joseph Emmanuel Biala",Joseph,Liberal Party,24468
Pangasinan,Mangaldan,Councilor,"Abalos, Maria Teresa Mose",Baby,Liberal Party,27713
Pangasinan,Mangatarem,Mayor,"Cruz, Teodoro Corpuz",Teddy Cruz,Puwersa ng Masang Pilipino,20510
Pangasinan,Mangatarem,Vice-Mayor,"Cruz, Cristina Punzal",Cristy,Puwersa ng Masang Pilipino,24171
Pangasinan,Mangatarem,Councilor,"Cruz, Raymundo Carpio",Raymund,Independent,13161
Pangasinan,Mangatarem,Councilor,"Aquino, Cesar Peralta",Cesar,Puwersa ng Masang Pilipino,14374
Pangasinan,Mangatarem,Councilor,"Cabuang, Marcelino Tenorio",Celing,Puwersa ng Masang Pilipino,15358
Pangasinan,Mangatarem,Councilor,"Pasion, Aldwin Castillo",Dok,Puwersa ng Masang Pilipino,16710
Pangasinan,Mangatarem,Councilor,"Flores, Donato Bueno",Datu,Puwersa ng Masang Pilipino,17611
Pangasinan,Mangatarem,Councilor,"Punzal, Ramon Tolentino",Mon,Independent,19330
Pangasinan,Mangatarem,Councilor,"Reformado, Jon-Jon Ayad",Jun,Independent,19851
Pangasinan,Mangatarem,Councilor,"Ventenilla, Ramil Penic",Balong,Puwersa ng Masang Pilipino,24386
Pangasinan,Mapandan,Mayor,"Calimlim, Maximo, Jr. Mejia",Max,Lakas-Kampi,12390
Pangasinan,Mapandan,Vice-Mayor,"Calimlim, Asuncion Delos Reyes",Siony,Nationalist People's Coalition,12642
Pangasinan,Mapandan,Councilor,"Eden, Mamerto, Jr. Penuliar",Ahmie,Nationalist People's Coalition,8205
Pangasinan,Mapandan,Councilor,"Quinto, Blando Bandong",Blando,Nationalist People's Coalition,8279
Pangasinan,Mapandan,Councilor,"Tamayo, Danny Biala",Duck,Independent,8365
Pangasinan,Mapandan,Councilor,"Calimlim, Wilfredo Mejia",Alex,Nationalist People's Coalition,10043
Pangasinan,Mapandan,Councilor,"Peria, Vivien Gomez",Vivien,Lakas-Kampi,10157
Pangasinan,Mapandan,Councilor,"Tambaoan, Gerald Glenn Lalangan",Gerry,Lakas-Kampi,10171
Pangasinan,Mapandan,Councilor,"Biagtan, Joyspeter Gatinga",Joy,Lakas-Kampi,10742
Pangasinan,Natividad,Mayor,"Rafael, Rodrigo Laquindanum",Cocoy,Lakas-Kampi,6939
Pangasinan,Natividad,Vice-Mayor,"Briones, Mateo Collado",Pastor,Lakas-Kampi,6000
Pangasinan,Natividad,Councilor,"De Guzman, Jefferson K Cardines",Enzo,Lakas-Kampi,3929
Pangasinan,Natividad,Councilor,"Remorin, Angelito Balmonte",Lito,Lakas-Kampi,4093
Pangasinan,Natividad,Councilor,"Supnet, Larry Nadonza",Larry,Nationalist People's Coalition,4104
Pangasinan,Natividad,Councilor,"Rebujio, Jerry Melendez",Cap,Lakas-Kampi,4113
Pangasinan,Natividad,Councilor,"Carillo, Leonora Tan",Nora,Liberal Party,4176
Pangasinan,Natividad,Councilor,"Liberato, Imelda Reyes",Emy,Lakas-Kampi,5415
Pangasinan,Natividad,Councilor,"Marquez, Rommel Rafael",Mel,Lakas-Kampi,5567
Pangasinan,Natividad,Councilor,"Alap, Virgie Calica",Jing,Independent,5973
Pangasinan,Pozzorubio,Mayor,"Chan, Artemio Que",Art,Lakas-Kampi,16644
Pangasinan,Pozzorubio,Vice-Mayor,"Reyes, Reynaldo Pedrozo",Rey,Liberal Party,16554
Pangasinan,Pozzorubio,Councilor,"Amansec, Rogelio Cendana",Kap Roger,Lakas-Kampi,10919
Pangasinan,Pozzorubio,Councilor,"Estaris, Jovito, Sr. Calpotura",Lito,Lakas-Kampi,11548
Pangasinan,Pozzorubio,Councilor,"Magno, Reynaldo III Ferrer",Rey,Liberal Party,11705
Pangasinan,Pozzorubio,Councilor,"Gramata, Carlos Mamaril",Caloy,Lakas-Kampi,11905
Pangasinan,Pozzorubio,Councilor,"Salcedo, Gloria Alvendia",Lory,Liberal Party,12653
Pangasinan,Pozzorubio,Councilor,"Abalos, Miguel, Sr. Abaoag",Rufo,Liberal Party,14055
Pangasinan,Pozzorubio,Councilor,"Frianeza, Joseph Nidoy",Joseph,Lakas-Kampi,14375
Pangasinan,Pozzorubio,Councilor,"Chan, Kelvin Tong",Kelvin,Lakas-Kampi,16819
Pangasinan,Rosales,Mayor,"Revita, Ricardo Velo",Ric,Lakas-Kampi,13791
Pangasinan,Rosales,Vice-Mayor,"Pajela, Dominador Jr. Estrella",Jojo,Nationalist People's Coalition,15017
Pangasinan,Rosales,Councilor,"Sim, Romeo Lee",Romy,Nacionalista Party,9045
Pangasinan,Rosales,Councilor,"Dominguez, Leonarda Merlin",Narda,Lakas-Kampi,9160
Pangasinan,Rosales,Councilor,"Yu, Mark Anthony Remollino",Mark,Puwersa ng Masang Pilipino,9427
Pangasinan,Rosales,Councilor,"Muya, Antonio Pascua",Tony,Nationalist People's Coalition,9461
Pangasinan,Rosales,Councilor,"Cosue, Enrique, Jr. Silao",Dikio,Puwersa ng Masang Pilipino,9968
Pangasinan,Rosales,Councilor,"Meimban, Armand Perez",Butch,Nationalist People's Coalition,10876
Pangasinan,Rosales,Councilor,"Olegario, Jimlo Navarro",Jim,Nationalist People's Coalition,10947
Pangasinan,Rosales,Councilor,"Bernabe, Harry Bince",Harry,Independent,11791
Pangasinan,San Carlos City,Mayor,"Resuello, Julier Corpuz",Ayoy,Lakas-Kampi,48771
Pangasinan,San Carlos City,Vice-Mayor,"Resuello, Joseres Serrano",Bogs,Lakas-Kampi,35259
Pangasinan,San Carlos City,Councilor,"Bernal, Rj Andrada",Rj,Liberal Party,23122
Pangasinan,San Carlos City,Councilor,"Castro, Alberto Salazar",Bert,Lakas-Kampi,23652
Pangasinan,San Carlos City,Councilor,"Ynzon, Mienrado, Sr. Laforteza",Men,Lakas-Kampi,24280
Pangasinan,San Carlos City,Councilor,"Banaag, Orlando, Jr. Estrada",Jun,Lakas-Kampi,24315
Pangasinan,San Carlos City,Councilor,"Soriano, Jack Lester Posadas",Lester,Liberal Party,27014
Pangasinan,San Carlos City,Councilor,"Paningbatan, Emmanuel Ferrer",Pestong,Lakas-Kampi,28513
Pangasinan,San Carlos City,Councilor,"Cabuay, Voltaire Enrico Romero",Popo,Lakas-Kampi,32218
Pangasinan,San Carlos City,Councilor,"Resuello, Manuel Valerio",Idol,Lakas-Kampi,32516
Pangasinan,San Carlos City,Councilor,"Ventanilla, Vici Munda Cruz",Vc,Lakas-Kampi,37615
Pangasinan,San Carlos City,Councilor,"Cayabyab, Amelia Prado",Amy,Lakas-Kampi,37736
Pangasinan,San Fabian,Mayor,"Libunao, Irene Ferrer",Irene,Nationalist People's Coalition,14166
Pangasinan,San Fabian,Vice-Mayor,"Manalo, Leopoldo Narvasa",Pol,Lakas-Kampi,11686
Pangasinan,San Fabian,Councilor,"Basbas, Roberto Landingin",Robert,Nacionalista Party,8845
Pangasinan,San Fabian,Councilor,"Aquino, Hope Bernardo",Hope,Nationalist People's Coalition,9910
Pangasinan,San Fabian,Councilor,"Navarro, Edmundson Ferrer",Edson,Nacionalista Party,9945
Pangasinan,San Fabian,Councilor,"Servito, Alfredo, Sr. Urbano",Ped,Nacionalista Party,10488
Pangasinan,San Fabian,Councilor,"Distor, Saturnino Catalan",Turning,Nationalist People's Coalition,11682
Pangasinan,San Fabian,Councilor,"Abalos, Andres Justino Ferraro",Andre,Nationalist People's Coalition,12330
Pangasinan,San Fabian,Councilor,"Marcella, Rose Marzan",Neneng,Nationalist People's Coalition,13870
Pangasinan,San Fabian,Councilor,"Magliba, Rufino III Tabalbag",Olive,Nacionalista Party,16292
Pangasinan,San Jacinto,Mayor,"De Vera, Robert Orinion",Bert,Nacionalista Party,9842
Pangasinan,San Jacinto,Vice-Mayor,"Columbres, Rolando Erolin",Rudy,Nacionalista Party,7371
Pangasinan,San Jacinto,Councilor,"Visperas, Benjamin Aspiras",Etong,Independent,6409
Pangasinan,San Jacinto,Councilor,"Ellasus, Rosalie Maduro",Sison,Nacionalista Party,8337
Pangasinan,San Jacinto,Councilor,"Banda, Maria Pascua",Tinang,Independent,8404
Pangasinan,San Jacinto,Councilor,"Del Rosario, Romulo Dela Pena",Romy,Nacionalista Party,8785
Pangasinan,San Jacinto,Councilor,"Talisic, Norberto Recalde",Bing,Nacionalista Party,8879
Pangasinan,San Jacinto,Councilor,"Aspiras, Samuel Sabado",Boy,Nacionalista Party,8966
Pangasinan,San Jacinto,Councilor,"Zarate, Virginia Bandong",Virgie,Independent,10197
Pangasinan,San Jacinto,Councilor,"Abaoag, Samuel Visperas",Pader,Nacionalista Party,10292
Pangasinan,San Manuel,Mayor,"Perez, Alain Jerico Sison",Jerico,Nationalist People's Coalition,12690
Pangasinan,San Manuel,Vice-Mayor,"Perez, Salvador Mejia",Badong,Nationalist People's Coalition,13191
Pangasinan,San Manuel,Councilor,"Diccion, Reynaldo Cerezo",Baldo,Independent,7073
Pangasinan,San Manuel,Councilor,"Gordovez, Glenford Collado",Glen,Nationalist People's Coalition,7508
Pangasinan,San Manuel,Councilor,"Almogela, Augustus Ferrer",Osting,Nationalist People's Coalition,8018
Pangasinan,San Manuel,Councilor,"Galamgam, Primo Repollo",Primo,Independent,8718
Pangasinan,San Manuel,Councilor,"Abades, Milton Marquez",Milton,Nationalist People's Coalition,8857
Pangasinan,San Manuel,Councilor,"Barrameda, Daisy Marcelo",Atao,Lakas-Kampi,10211
Pangasinan,San Manuel,Councilor,"Farro, Mario Dela Cruz",Dok,Nacionalista Party,10451
Pangasinan,San Manuel,Councilor,"Perez, Salvador Jr. Sison",Dongdong,Nacionalista Party,11907
Pangasinan,San Nicolas,Mayor,"Saldivar, Leoncio III Songcuan",Jangget,Nationalist People's Coalition,9959
Pangasinan,San Nicolas,Vice-Mayor,"Prestoza, Raymond Cabacungan",Mon,Lakas-Kampi,6329
Pangasinan,San Nicolas,Councilor,"Doton, Alex Luzano",Arthur,Nacionalista Party,6343
Pangasinan,San Nicolas,Councilor,"Lampa, Filipina Tamayo",Pina,Liberal Party,6981
Pangasinan,San Nicolas,Councilor,"Serquina, Jack Itliong",Jack,Liberal Party,7266
Pangasinan,San Nicolas,Councilor,"Ferrer, Marilyn Serquina",Racab,Liberal Party,7446
Pangasinan,San Nicolas,Councilor,"Saldivar, Leomar Mejia",Leomar,Lakas-Kampi,7750
Pangasinan,San Nicolas,Councilor,"Serquina, Jose Jr. Mateo",Jun,Liberal Party,7961
Pangasinan,San Nicolas,Councilor,"Bravo, Alvin Odiamar",Alvin,Liberal Party,8084
Pangasinan,San Nicolas,Councilor,"Ortiguero, Noel Catuiza",Noel,Independent,8857
Pangasinan,San Quintin,Mayor,"Antolin, Romulo Arreola",Mulong,Nationalist People's Coalition,8142
Pangasinan,San Quintin,Vice-Mayor,"Reyes, Fidel Ramos",Kudil,Nationalist People's Coalition,10635
Pangasinan,San Quintin,Councilor,"Villar, Bayani Dacin",Bayan,Nacionalista Party,6892
Pangasinan,San Quintin,Councilor,"Ong, Roberto Cabato",Robert,Nationalist People's Coalition,7075
Pangasinan,San Quintin,Councilor,"Ferreria, Ruel Urbano",Taqs,Lakas-Kampi,7689
Pangasinan,San Quintin,Councilor,"Ramirez, Randy Chua",Randy,Lakas-Kampi,7882
Pangasinan,San Quintin,Councilor,"Viado, Alexis Rinoso Aquino",Alex,Nationalist People's Coalition,7901
Pangasinan,San Quintin,Councilor,"Co, Napoleon Naniong",Nap,Nationalist People's Coalition,7910
Pangasinan,San Quintin,Councilor,"Abenojar, Gerry Capillan",Zaldy,BISKEG,8411
Pangasinan,San Quintin,Councilor,"Dela Cruz, Jover Aquino",Jojo,Lakas-Kampi,8500
Pangasinan,Santa Barbara,Mayor,"Zaplan, Carlito Santiago",Lito,Liberal Party,17859
Pangasinan,Santa Barbara,Vice-Mayor,"Santos, Raymundo Tamayo",Rey,Liberal Party,17279
Pangasinan,Santa Barbara,Councilor,"Pasaoa, Rolando Tinte",Pusa,Liberal Party,13381
Pangasinan,Santa Barbara,Councilor,"Ocampo, Jose Miraflor Langit",Ampoy,Nationalist People's Coalition,13867
Pangasinan,Santa Barbara,Councilor,"Navarro, Rogelio Quibrantos",Roger,Liberal Party,14970
Pangasinan,Santa Barbara,Councilor,"Bautista, Fernando Visperas",Weng,Liberal Party,15587
Pangasinan,Santa Barbara,Councilor,"Ico, Isagani De Leon",Sonny,Nationalist People's Coalition,15732
Pangasinan,Santa Barbara,Councilor,"Dalope, Norman Quinto",Manok,Nationalist People's Coalition,16786
Pangasinan,Santa Barbara,Councilor,"Delos Santos, Joel Fernandez",Joel,Liberal Party,16994
Pangasinan,Santa Barbara,Councilor,"Cabangon, Emmanuel Tigno",Emm,Nationalist People's Coalition,24535
Pangasinan,Santa Maria,Mayor,"Ramos, Teodoro Alaquiao",Teddy,Nationalist People's Coalition,7551
Pangasinan,Santa Maria,Vice-Mayor,"Hortaleza, Moises, Jr. Peralta",Doc,Nationalist People's Coalition,6679
Pangasinan,Santa Maria,Councilor,"Cachila, Arturo III Ilag",Arthur,Nationalist People's Coalition,5341
Pangasinan,Santa Maria,Councilor,"Cantoria, Gilberto Supnet",Boyet,Nationalist People's Coalition,5477
Pangasinan,Santa Maria,Councilor,"Balmores, Rodolfo Carbillon",Rudy,Lakas-Kampi,5477
Pangasinan,Santa Maria,Councilor,"Baluyut, Ricardo Canlas",Carding,Independent,5530
Pangasinan,Santa Maria,Councilor,"Segui, Susana Sulio",Susan,Lakas-Kampi,6843
Pangasinan,Santa Maria,Councilor,"Agpawa, Felicisima Dizo",Fely,Nationalist People's Coalition,7430
Pangasinan,Santa Maria,Councilor,"Tugade, Ambrocio Jarra",Ambros,Lakas-Kampi,7845
Pangasinan,Santa Maria,Councilor,"Ignacio, Conrado Rivera",Condring,Nationalist People's Coalition,7950
Pangasinan,Santo Tomas,Mayor,"Villar, Vivien Ocampo",Jo,Nationalist People's Coalition,5961
Pangasinan,Santo Tomas,Vice-Mayor,"Villar, Timoteo III Salazar",Dick,Nationalist People's Coalition,5920
Pangasinan,Santo Tomas,Councilor,"Lardizabal, Dominador Manzano",Ador,Nationalist People's Coalition,2965
Pangasinan,Santo Tomas,Councilor,"Marquez, Jerry Pilla",Boy,Independent,2997
Pangasinan,Santo Tomas,Councilor,"Ramos, Ely Arciaga",Adan,Independent,3042
Pangasinan,Santo Tomas,Councilor,"Eleccion, Alfredo Mortera",Fred,Nationalist People's Coalition,3047
Pangasinan,Santo Tomas,Councilor,"Vengco, Estefania Ribo",Pining,Nationalist People's Coalition,3050
Pangasinan,Santo Tomas,Councilor,"Castanaga, Tomas, Jr. Salvador",Tom,Nationalist People's Coalition,3101
Pangasinan,Santo Tomas,Councilor,"Noces, June De Castro",Jypz,Nationalist People's Coalition,3252
Pangasinan,Santo Tomas,Councilor,"Pescador, Wilfredo Marquez",Willy,Nationalist People's Coalition,3866
Pangasinan,Sison,Mayor,"Pangasinan, Mina Joy Corrales",Mina,Nationalist People's Coalition,10862
Pangasinan,Sison,Vice-Mayor,"Marinas, Bensaulozacheus Lapira",Sakio,Nationalist People's Coalition,9198
Pangasinan,Sison,Councilor,"Lagmay, Frederick Dulay",Freddie,Lakas-Kampi,6536
Pangasinan,Sison,Councilor,"Liberato, Edgardo Aquino",Edgar,Nationalist People's Coalition,6602
Pangasinan,Sison,Councilor,"Sidogen, Noel Roy Dangatan",Noel,Nationalist People's Coalition,7196
Pangasinan,Sison,Councilor,"Opilas, Jose Catalan",Tarong,Nationalist People's Coalition,7403
Pangasinan,Sison,Councilor,"Saturnino, Marlon Abrazaldo",Rudy,Lakas-Kampi,7696
Pangasinan,Sison,Councilor,"Aquino, Benson Ubaldo",Sonny,Nationalist People's Coalition,8288
Pangasinan,Sison,Councilor,"Ventura, Nora Quinto",Nors,Nationalist People's Coalition,10286
Pangasinan,Sison,Councilor,"Biason, Ericson Singson",Eric,Nationalist People's Coalition,10936
Pangasinan,Sual,Mayor,"Arcinue, John Rodney Ventenilla",John,Lakas-Kampi,11636
Pangasinan,Sual,Vice-Mayor,"Caburao, Dionisio, Jr. Gacad",Jong,Independent,9875
Pangasinan,Sual,Councilor,"Bautista, Dennis Joseph Domenden",Dennis,Independent,5838
Pangasinan,Sual,Councilor,"Tomagoy, Juanito, Sr. Banag",Bong,Lakas-Kampi,5888
Pangasinan,Sual,Councilor,"Garcia, Gideon, Jr. Ramiscal",Raymond,Lakas-Kampi,5914
Pangasinan,Sual,Councilor,"Aguimbag, Florencio Pagaduan",Puring,Independent,5948
Pangasinan,Sual,Councilor,"Taboy, Godfrey Oandasan",Gudz,Independent,6265
Pangasinan,Sual,Councilor,"Millan, Maximo Domenden",Max,Lakas-Kampi,6498
Pangasinan,Sual,Councilor,"Ancheta, Bernard Babera",Bern,Lakas-Kampi,6852
Pangasinan,Sual,Councilor,"Caburao, Dioneil Gacad",Jonel,Independent,9861
Pangasinan,Tayug,Mayor,"Mapili, Carlos Trece Romero",Caloy,Nationalist People's Coalition,11888
Pangasinan,Tayug,Vice-Mayor,"Ramirez, Madilyn Cabotaje",Eva,Nationalist People's Coalition,6267
Pangasinan,Tayug,Councilor,"Lilagan, Carlo Casiano",,Nationalist People's Coalition,6107
Pangasinan,Tayug,Councilor,"Cabigas, Liberato Pera",Levi,Nacionalista Party,6602
Pangasinan,Tayug,Councilor,"Panlilio, Gerald Aquino",Kulot,Independent,8305
Pangasinan,Tayug,Councilor,"Chan, Pedro Tagare",Ped,Nationalist People's Coalition,8388
Pangasinan,Tayug,Councilor,"Ladio, Ezra Mylla Tolete",Ezra,Independent,8488
Pangasinan,Tayug,Councilor,"Guzon, Godofredo Dumaguing",Godo,Nationalist People's Coalition,8883
Pangasinan,Tayug,Councilor,"Visaya, Jocelyn Salagubang",,Nationalist People's Coalition,10392
Pangasinan,Tayug,Councilor,"Calimlim, Diosdado, Sr. Fajardo",Dado,Nacionalista Party,10654
Pangasinan,Umingan,Mayor,"Tumbocon, Eldred Palada",Eldred,Nationalist People's Coalition,18177
Pangasinan,Umingan,Vice-Mayor,"Rabang, Alain Padilla",Erning,Lakas-Kampi,16359
Pangasinan,Umingan,Councilor,"Sonaco, Mario Lopez",Mario,Nacionalista Party,12418
Pangasinan,Umingan,Councilor,"Navalta, Welly Burgos",Pastor,Independent,13100
Pangasinan,Umingan,Councilor,"Advincula, John Diaz",Jun,Nationalist People's Coalition,16162
Pangasinan,Umingan,Councilor,"Rabang, Troy Padilla",Erning,Lakas-Kampi,16443
Pangasinan,Umingan,Councilor,"Trinidad, Emil Tristan Taeza",Emil,Independent,17905
Pangasinan,Umingan,Councilor,"Gonzales, Lisandro Castillo",Sandro,Nationalist People's Coalition,18675
Pangasinan,Umingan,Councilor,"Andaya, Neil Bugtong",Dado,Nacionalista Party,20208
Pangasinan,Umingan,Councilor,"Fernandez, Fred Advincula",Fred,Nationalist People's Coalition,20482
Pangasinan,Urbiztondo,Mayor,"Balolong, Ernesto Jr. Vedana",Jun,Lakas-Kampi,11839
Pangasinan,Urbiztondo,Vice-Mayor,"Soriano, Haidee Sanchez",Haidee,Nacionalista Party,9590
Pangasinan,Urbiztondo,Councilor,"Soriano, Natividad Palaganas",Naty,Nacionalista Party,7273
Pangasinan,Urbiztondo,Councilor,"Operana, Amado Palisoc",Amado,Nationalist People's Coalition,7394
Pangasinan,Urbiztondo,Councilor,"Poquiz, Alexander Datuin",Xander,Nationalist People's Coalition,7550
Pangasinan,Urbiztondo,Councilor,"Vedana, Marc Salvador Bacolod",Marc,Lakas-Kampi,7614
Pangasinan,Urbiztondo,Councilor,"De Guzman, Dyna Palisoc",Dyna,Lakas-Kampi,8248
Pangasinan,Urbiztondo,Councilor,"Balolong, Mirla Dancel",Mirla,Lakas-Kampi,9198
Pangasinan,Urbiztondo,Councilor,"Espinosa, Zenaida Padlan",Baby,Nationalist People's Coalition,10032
Pangasinan,Urbiztondo,Councilor,"Sison, Martin Raul Ii Sanglay",Martin,Lakas-Kampi,11504
Pangasinan,Urdaneta City,Mayor,"Perez, Amadeo Gregorio Iv Eugenio",Bobom,Nationalist People's Coalition,30635
Pangasinan,Urdaneta City,Vice-Mayor,"Gorospe, Onofre Cristobal",Bong,Nationalist People's Coalition,16982
Pangasinan,Urdaneta City,Councilor,"Esteves, Rio Virgilio Resurreccion",Rio,Nationalist People's Coalition,17115
Pangasinan,Urdaneta City,Councilor,"Duca, Reynaldo Mamaclay",Rene,Liberal Party,17591
Pangasinan,Urdaneta City,Councilor,"Lachica, Amor Pacquing",Manong Amor,Nationalist People's Coalition,20918
Pangasinan,Urdaneta City,Councilor,"Basco, Adolfo Rualo",Dolfo,Nationalist People's Coalition,21669
Pangasinan,Urdaneta City,Councilor,"Villanueva, Dominador III Marquez",Doming,Nationalist People's Coalition,23762
Pangasinan,Urdaneta City,Councilor,"Agsalud, Peter Jason Ibasitas",Jigs,Liberal Party,24061
Pangasinan,Urdaneta City,Councilor,"Sison, Jennylin Ruiz",Jean,Nationalist People's Coalition,24252
Pangasinan,Urdaneta City,Councilor,"Sumera, Blesildo Fernandez",Bless,Nationalist People's Coalition,25175
Pangasinan,Urdaneta City,Councilor,"Andrada, Mark Joseph Bergado",Joma,Liberal Party,25640
Pangasinan,Urdaneta City,Councilor,"Del Prado, Franco Paolo, Sr. San Juan",Franco,Liberal Party,26898
Pangasinan,Villasis,Mayor,"Abrenica, Libradita Go",Dita,Nationalist People's Coalition,20218
Pangasinan,Villasis,Vice-Mayor,"Costales, Centenielo Rizal Raguindin",Nielo,Nationalist People's Coalition,19869
Pangasinan,Villasis,Councilor,"Limos, Rosario Lopez",Rose,Nationalist People's Coalition,11495
Pangasinan,Villasis,Councilor,"Castro, Arvin Bascos",Abc,Independent,12103
Pangasinan,Villasis,Councilor,"Bascos, Cheryl Jotie",Ting,Independent,12188
Pangasinan,Villasis,Councilor,"Tan, Cheryll Zarasate",Kumintang,Independent,12402
Pangasinan,Villasis,Councilor,"Morden, Rolando Bacorro",Rolly,Independent,12517
Pangasinan,Villasis,Councilor,"Mina, Roderick Emmanuel Reduque",Boyet,Liberal Party,12589
Pangasinan,Villasis,Councilor,"Sison, Nicholi Jan Louie Quitlong",Louie,Nationalist People's Coalition,16438
Pangasinan,Villasis,Councilor,"Rafanan, Paz Sison",Paz,Nationalist People's Coalition,17879
Batanes,Basco,Mayor,"Narag, Demetrius Paul Caballero",Demy,Lakas-Kampi,1383
Batanes,Basco,Vice-Mayor,"Viola, Anastacia Balles",Ann,Liberal Party,1882
Batanes,Basco,Councilor,"Gabas, Domingo Cantero",Jigs,Liberal Party,1037
Batanes,Basco,Councilor,"Caccam, Romarico Amboy",Jun,Liberal Party,1051
Batanes,Basco,Councilor,"Fabi, Amada Estamo",Mading,Liberal Party,1071
Batanes,Basco,Councilor,"Puriran, Romeo Amboy",Romy,Lakas-Kampi,1212
Batanes,Basco,Councilor,"Cabugao, Jonathan Galolo",Jun,Liberal Party,1429
Batanes,Basco,Councilor,"Estamo, Tomas, Jr. Reyes",Tom,Liberal Party,1511
Batanes,Basco,Councilor,"Abela, Sergio, Jr. Agudo",Gaji,Liberal Party,1524
Batanes,Basco,Councilor,"Castillo, Francisco",Paking,Liberal Party,1525
Batanes,Itbayat,Mayor,"Gonzales, Romeo Legarda",Romy,Independent,827
Batanes,Itbayat,Vice-Mayor,"De Sagon, Sabas Castillo",Sabas,Independent,582
Batanes,Itbayat,Councilor,"Alcazar, Pablo Jr. Balanoba",Jun,Independent,387
Batanes,Itbayat,Councilor,"Valiente, Alexander",Alex,Independent,395
Batanes,Itbayat,Councilor,"Gutierrez, Ronald Valdesancho",Ronald,Independent,398
Batanes,Itbayat,Councilor,"Gutierrez, Simaco Valdesancho",Maco,Independent,399
Batanes,Itbayat,Councilor,"Dita, Efren Antas",Efren,Independent,456
Batanes,Itbayat,Councilor,"Labrador, Stephen Castro",Steve,Independent,505
Batanes,Itbayat,Councilor,"Gonzales, Marcelino",Inong,Independent,522
Batanes,Itbayat,Councilor,"Asa, Alejandria Cano",Diding,Independent,556
Batanes,Ivana,Mayor,"Barsana, Anastacio Adalla",Tacio,Liberal Party,267
Batanes,Ivana,Vice-Mayor,"Cataluna, Oscar Adalla",Boyan,Liberal Party,465
Batanes,Ivana,Councilor,"Acaya, Martin Gamo",Retin,Liberal Party,234
Batanes,Ivana,Councilor,"Agudo, Jhonas Adalla",Nas,Liberal Party,240
Batanes,Ivana,Councilor,"Agana, Jerry Adalla",,Lakas-Kampi,264
Batanes,Ivana,Councilor,"Acebes, Roland Gari",Boyan,Nacionalista Party,281
Batanes,Ivana,Councilor,"Aguto, Franz Dante Barcelona",Anchit,Liberal Party,312
Batanes,Ivana,Councilor,"Cabugao, Anastacio, Jr. Verza",Junior,Independent,321
Batanes,Ivana,Councilor,"Elica, Paulino Cultura",Paul,Liberal Party,329
