province,city_or_municipality,position,name,nikname,votes_obtained
Nueva Ecija,Talugtug,Councilor,"Domingo, Freddie Santiago",Bangus,4198
Iloilo,Balasan,Councilor,"Pasco, Juber Huervana",Doc,4198
Tarlac,Pura,Councilor,"Punzalan, Melchor Calura",Ayang,4200
Lanao del Sur,Buadiposo-Buntong,Councilor,"Sarip, Jamalodin Dibaratun/Manan",Alo,4204
Negros Occidental,Toboso,Councilor,"Tan, John Cuthbert Aguirre",Toto,4206
Occidental Mindoro,Lubang,Councilor,"Alegre, Florante  Insigne",Dante,4206
Leyte,Pastrana,Councilor,"Pagantalan, Virginia Truelen",Virgie,4206
Bukidnon,Cabngsalan,Councilor,"Deles, Ric Laanan",Tata,4206
Samar (Western Samar),Santa Margarita,Councilor,"Dalamida, Fe Escarido",Pot,4207
Ilocos Norte,Vintar,Councilor,"Ibana, Antonio Viernes",Loi,4208
Catanduanes,Caramoran,Councilor,"Palero, Rodulfo Dela Rosa",Rudy,4209
Capiz,Ivisan,Councilor,"Bacinillo, Guidion  Oabe",Jun,4210
Biliran,Caibiran,Councilor,"Ramirez, Rodito Rosales",Odit,4210
Zamboanga Sibugay,Olutanga,Councilor,"Abubakar, Rommel Bernardo",Dongdong,4210
Surigao del Sur,Lingig,Councilor,"Dapitanon, Dianilito Madanlo",Tany,4210
Eastern Samar,Taft,Vice-Mayor,"Adel, Cornelio Sr. Deloria",Cording,4211
Lanao del Norte,Bacolod,Councilor,"Santos, Raymund Cogo",Mon,4212
Sulu,Talipao,Councilor,"Limpasan, Radzma Muhajiran",Radzma,4213
Negros Occidental,Toboso,Councilor,"Bartolome, Virgita Maglenti",Ging,4213
Occidental Mindoro,Mamburao,Councilor,"Maneja, Eduardo Jr. Servando",Boy Maneja,4213
Cagayan,Baguey,Councilor,"Ong, Rolando Tabuzo",Roly,4213
Lanao del Norte,Kauswagan,Councilor,"Dimakuta, Aga Sangulingan",Ags,4213
Sultan Kudarat,Palimbang,Councilor,"Kanda, Mariam Gandawali",Mariam,4213
Siquijor,Maria,Councilor,"Fernando, Orlando Dominguez",Lando,4215
Cagayan,Iguig,Councilor,"Narag, Lilian Empedrad",Lilian,4216
South Cotabato,Tantangan,Councilor,"Vega, Eduardo Velasco",Ed,4216
Surigao del Norte,Sison,Councilor,"Apole, Jhunie Paquiding",Jun,4216
Iloilo,Mina,Councilor,"Zuniega, Eloisa Defensor",Cana,4217
Ilocos Sur,San Esteban,Councilor,"Ragasa, Angelie Victoria Rapacon",Gigi,4218
Cagayan,Baguey,Councilor,"Avila, Anastacio Talla",Asiong,4218
,Iba,Councilor,"Bugarin, Ramon Sugay",Mon,4218
Quezon,Sampaloc,Councilor,"Villeno, Teresita Dayo",Bunay,4219
Zamboanga Sibugay,Siay,Councilor,"Alverio, Emilio Hiron",Emil,4219
Agusan del Sur,Tubay,Councilor,"Ramo, Rafael Jr. Amigo",Jun,4220
,San Narciso,Councilor,"Arichea, Sebastian Fmytone",Luping,4221
Sorsogon,Gubat,Councilor,"Villanueva, Michael Sia",Dok Mike,4222
Agusan del Sur,Jabonga,Councilor,"Dejolde, Jimmy Monoy",Lolong,4222
Abra,La Paz,Councilor,"Badua, Jacobo Abella",Boy,4223
Lanao del Sur,Piagapo,Councilor,"Abbas, Waida Tumboco",Wowie,4224
Tarlac,Ramos,Councilor,"Padua, Jose Victor Agustin",Joevic,4225
Laguna,Magdalena,Councilor,"Burbos, Constancio Agawin",Tato,4225
Eastern Samar,Taft,Councilor,"Yuhan, Gaspar Ladera",Gapa,4225
Batangas,Cuenca,Councilor,"Matibag, Dakila Catabay",Dhax,4226
Eastern Samar,Salcedo,Councilor,"Sison, Cornelio Ferdinand Abrera",-,4227
Bohol,Anda,Councilor,"Bersabal, Nilo Jandayan",Nilo,4228
Eastern Samar,Taft,Councilor,"Cebreros, Abel Coso",Mamoy,4228
Cagayan,Camalaniugan,Councilor,"Chan, Gina Victoria Oandasan",Gina,4229
Camiguin,Sagay,Mayor,"Talian, Domingo Kwinsala",Enggoy,4229
Nueva Ecija,Quezon,Councilor,"Fernando, Michael Rodriguez",Mike,4230
Davao Oriental,Caraga,Councilor,"Pagsac, Eutiquio Jr. Baguiohanon",Dodong,4230
Compostela Valley,Mabini Dona Alicia,Councilor,"Sales, Providencio Jr. Cabaron",Jun,4230
Oriental Mindoro,San Teodoro,Mayor,"Feraren, Apollo Evangelista",Pol,4231
Tarlac,Mayantoc,Councilor,"Manuel, Ferdinand Zegura",Nanding,4231
Antique,Valderama,Councilor,"Yder, Ramona Maguad",Mona,4231
Isabela,City of Santiago,Councilor,"Labasa, Julieta Rosario",Lita,4232
Masbate,Pio V. Corpuz Limbuhan,Councilor,"Munoz, Anastacio Sr. Catampongan",Tacio,4232
Surigao del Norte,Tubod,Councilor,"Nalitan, Apolinario Gales",Nario,4232
Pangasinan,Burgos,Councilor,"De Guzman, Wilson Viado",Willy,4233
Northern Samar,San Vicente,Councilor,"Sabayo, Roldan Esponilla",Dan,4233
Zamboanga Sibugay,Mabuhay,Councilor,"Cenas, Estela Sumaoy",Telay,4233
Surigao del Norte,Gigaquit,Councilor,"Sebial, Mamerto Lapure",Mamer,4233
Kalinga,Lubuagan,Councilor,"Bulawit, Casimiro Gassilang",Palawag,4234
Bohol,Loboc,Vice-Mayor,"Digal, Luisito Espina",Louie,4234
Camiguin,Mahinog,Councilor,"Babanto, Valentin Feniza",Tony,4234
Iloilo,Balasan,Councilor,"Jordan, El Vincidor Elisan",Bido,4235
Zamboanga del Sur,Lakewood,Councilor,"Galgan, Floriano Jr. Plez",Flor,4235
Romblon,San Agustin,Councilor,"Fondevilla, Giovanni Jr. Burguete",John,4236
Cagayan,Enrile,Councilor,"Calimag, Enrico Taguinod",Rico,4236
,San Narciso,Councilor,"Ramos, Adonis Pampo",Ado,4237
Benguet,Kapangan,Vice-Mayor,"Lorenzo, Lauro Carino",Larry,4238
Davao del Norte,Talaingod,Vice-Mayor,"Sibogan, Alexander Mabanag",Alex,4239
Cebu,Consolacion,Councilor,"Madrazo, Anita Serato",Inday,4240
Northern Samar,Gamay,Councilor,"Engo, Santiago Menzon",Tiaging,4241
Samar (Western Samar),San Jorge,Councilor,"Pedrano, Joel Bolastig",Joel,4242
Ilocos Norte,Pagudpud,Councilor,"Calvan, Melvyn II Benemerito",Bingbong,4245
Leyte,Mayorga,Councilor,"De Paz, Alexander Salvador",Alex,4245
Quezon,Macalelon,Councilor,"Tan, William Lim",Iyam,4246
Antique,Laua-an,Councilor,"Nietes, Delfin Jr. Goboy",Bobot,4247
Biliran,Kawayan,Councilor,"Hartweg, Estelita Solayao",Telay,4247
Basilan,Lantawan,Councilor,"Jainal, Sahi Ladjatua",Madah,4249
Isabela,Quirino,Councilor,"Ginez, Ricarte Dalit",Iyong,4249
Iloilo,Anilao,Councilor,"Acuesta, Allan Vasquez",Bongbong,4249
Bohol,Loay,Vice-Mayor,"Tejano, Florencio Borong",Udol,4249
Batangas,San Nicolas,Councilor,"Barrion, Roberto Balba",Bet,4250
Misamis Ocidental,Sapang Dalaga,Councilor,"Colaljo, Salvador Pasco",Badong,4250
Laguna,Paete,Councilor,"Sunga, Lourdes Villarin-Fadul",Odette,4251
Sorsogon,Barcelona,Councilor,"Paras, Joseph Mark Morada",Nonoy,4251
Antique,Barbaza,Mayor,"Francisco, Faith Estolloso",Pingping,4251
Bohol,Bililihan,Councilor,"Lansang, Jose Bernard Lungay",Bernie,4251
Aklan,Nabas,Councilor,"Zaldivar, Amideo Magallanes",Meding,4252
Siquijor,Maria,Councilor,"Malolot, Cayetano Maghinay",Tano,4253
Nueva Ecija,Talugtug,Councilor,"Gamit, Benjamin Jr. Julaton",Benjie,4254
Samar (Western Samar),Zumarraga,Mayor,"Figueroa, Neil Edwin Montalban",Edwin,4254
Zamboanga del Norte,Godod,Councilor,"Galleposo, Merlinda Bacus",Marlyn,4254
Cagayan,Abulog,Councilor,"Tabor, Leticia Pablo",Lety,4255
Tarlac,Pura,Councilor,"Millo, Felino Jr. Calura",Bong,4255
Camarines Sur,Sagnay,Mayor,"Briones, Roberto Achondo",Berting,4255
Aklan,Madalag,Mayor,"Gubatina, Rex Tupas",Rex,4255
Lanao del Norte,Poona Piagapo,Councilor,"Racmat, Omar Masa-Ala",Mar,4255
Basilan,Ungkaya Pukan,Vice-Mayor,"Barahim, Ahmadin Taguni",Ahmad,4256
Nueva Ecija,Talugtug,Councilor,"Flora, Carlito Monta",Gorio,4256
Cagayan,Baguey,Vice-Mayor,"Antiporda, Licerio Iii Millare",Gerry,4257
Bohol,Antequera,Councilor,"Abucay, Cresenciana Pilongo",Cresen,4257
Bukidnon,Kalilangan,Councilor,"Beja, Paquito Sr. Lim",Paking,4257
Lanao del Norte,Baroy,Councilor,"Olmedo, Jaime Libatog",Jimmy,4257
Basilan,Ungkaya Pukan,Mayor,"Maturan, Joel Tawani",Joe Adzmal,4258
Laguna,Cavinti,Mayor,"Esguerra, Florcelie Lubuguin",Flor,4258
Northern Samar,Pambujan,Councilor,"Silvano, Gina Ong",Gina,4258
Oriental Mindoro,Bansud,Councilor,"Mansalapuz, Efren Pajutrao",Mansalapuz,4260
Bukidnon,Baungon,Councilor,"Rosacina, Paul Anthony Lilangan",Paul,4261
Camiguin,Catarman,Councilor,"Maiso, Claudia Echanco",Meding,4261
Lanao del Norte,Kolambagun,Councilor,"Nacional, Luis Mutia-Dida-Agun",Luis,4261
Batangas,Santa Teresita,Vice-Mayor,"Seguinal, MaAurea Velasco",Marie,4262
North Cotabato,Banisilan,Councilor,"Calva, Crisostomo Jr. Carbonilla",Dondon,4262
Isabela,City of Santiago,Vice-Mayor,"Mapatac, William Felicano",Hepe,4263
Dinagat Island,Libjo Albor,Councilor,"Areglo, Francisco Bacane",Frank,4263
Dinagat Island,Loreto,Councilor,"Areglo, Francisco Bacane",Frank,4263
Isabela,Luna,Councilor,"Agliam, Alexander Fernandez",Alex,4264
Cebu,Tabuelan,Councilor,"Montecalvo, Virginia Abanera",Virgie,4264
Antique,Patnongon,Councilor,"Cepeda, Gemma Berte",Gem,4265
Biliran,Caibiran,Councilor,"Ong, Arthur Ang",Art,4265
Marinduque,Mogpog,Councilor,"Manggol, Nemesio Ola",Mesing Mongol,4266
Catanduanes,Virac,Mayor,"Santelices, Josefina Evangelista",Pina,4266
Aklan,Banga,Councilor,"Piolo, Rosemarie Seraspi",Rose,4267
Bohol,Dimiao,Councilor,"Yecyec, Russel Sr. Idul",Osel,4267
Southern Leyte,San Juan Cabalian,Councilor,"Casera, Lolito Jr. Alindao",Julie,4267
Nueva Ecija,Talugtug,Councilor,"Cinense, Federico III Carganilla",Boyong,4268
Iloilo,New Lucena,Councilor,"Araneta, Jacinto Sumagaysay",Intoy,4268
Sultan Kudarat,Columbio,Councilor,"Salendab, Abdulmullah Akmad",Bobby Ulama,4268
Ilocos Norte,Bangui,Vice-Mayor,"Gaces, Wilfred Alupay",Willy,4269
Camarines Sur,Ocampo,Councilor,"Celino, Efren Villadares",Saret,4269
Surigao del Sur,Lingig,Councilor,"Adlawan, Felixberto Jr. Malijao",Tito,4269
Negros Oriental,Bacong,Councilor,"Icao, Julius Vera Cruz",Yoyong,4270
Oriental Mindoro,Baco,Councilor,"Castillo, Brederick  Victorio",Eric,4271
Northern Samar,Gamay,Councilor,"Nueva, Orlando Montances",Orlan,4271
Cagayan,Santa Ana,Vice-Mayor,"Manera, Orlando Torda",Orlan,4272
Zamboanga del Norte,Kalawit,Councilor,"Pajo, Eulogio Buco",Eling,4273
Zamboanga del Norte,Tampilisan,Councilor,"Elumba, Jose Page",Joe,4273
Cebu,Alcantara,Vice-Mayor,"Basilisco, Margarito Otordoz",Garitoy,4274
Camarines Sur,Milaor,Councilor,"Alivarvar, Rodrigo Baldillo",Rudy,4275
Batangas,Laurel,Councilor,"Dalisay, Wilfredo Canta",Willy,4276
Lanao del Norte,Poona Piagapo,Councilor,"Maba, Mindaya Baroni",Sumaya,4276
Masbate,Pio V. Corpuz Limbuhan,Councilor,"Eser, Leny Betonio",Ning,4277
Iloilo,Lambunao,Councilor,"Cordero, Thaddeus Sorongon",Biboy,4277
Quezon,Real,Councilor,"Gabriel, Cyrile Diamante",Cy,4278
Bataan,Samal,Councilor,"Llanda, Hercules Ortiguerra",Erly,4279
Laguna,Pangil,Mayor,"Urriquia, Rolen Isleta",Oen,4279
Camarines Norte,Vinzons,Councilor,"Valeros, Ernesto Madera",Erning,4279
Camarines Sur,Gatchitorena,Councilor,"De Padua, Dante Valencia",Dan,4279
Isabela,Reina Mercedes,Councilor,"Lim, Stephen Llamelo",Efo,4280
Leyte,Tabango,Councilor,"Ocubillo, Merlou Omega",Lot,4280
Eastern Samar,Can-avid,Councilor,"Nic, Rolando Busa",Rolly,4281
Quezon,Agdangan,Councilor,"Aguila, Lemia Malveda",Mae,4282
Quezon,Real,Councilor,"Batralo, Rey Catahumber",Rey,4282
Quezon,Calauag,Councilor,"Anila, Reynaldo Anilao",Rene,4283
Eastern Samar,Llorente,Councilor,"Corral, Rosario Barbo",Charie,4283
Lanao del Norte,Poona Piagapo,Councilor,"Maganona, Ali Dawal",Control,4283
Quezon,Unisan,Councilor,"Basco, Leonardo Mendoza",Nardo,4284
Bohol,Dagohoy,Councilor,"Rulida, Marcelino Jr. Mante",Jr,4284
North Cotabato,Arakan,Councilor,"Reovoca, Leonardo Santillan",Bobong,4284
Nueva Vizcaya,Kasibu,Councilor,"Cadoy-Dulnuan, Charmaine Lamsis",Peb-Peb,4285
Cebu,Aloguinsan,Councilor,"Lana, Ricardo Jr. Mabano",Junior,4286
Lanao del Sur,Piagapo,Councilor,"Mama, Anowar Pangandaman",Ano,4288
Isabela,Maconacion,Vice-Mayor,"Gamazon, Jimmy Jr. Salmo",Jimboy,4288
Isabela,San Guillermo,Councilor,"Guyud, Felipe Jr. Nilo",Joven,4288
Misamis Ocidental,Sapang Dalaga,Councilor,"Bantilan, Clifford Pacas",Boboy,4288
Mountain Province,Bauko,Councilor,"Pasngadan, Willy Galatic",-,4289
Surigao del Norte,San Francisco Anao-aon,Councilor,"Japzon, Henry Cuartero",Boy,4289
Basilan,Lantawan,Councilor,"Dansalan, Gamar Nul",Gams,4290
Bohol,Maribojoc,Councilor,"Arangoso, Alberto Escabarte",Dodong,4290
Samar (Western Samar),Almagro,Councilor,"Tomamak, Braulio Coliflores",Broly,4290
Palawan,Aborlan,Councilor,"Rama, Albert Gonzales",Al,4291
Isabela,San Guillermo,Councilor,"Prudenciano, George Illustrisimo",George,4291
Benguet,Mankayan,Councilor,"Campos, Cellong Kattel",Cellong,4292
Cebu,Tabuelan,Councilor,"Oca, Jean Olandia",Padi Rey,4292
North Cotabato,Aleosan,Councilor,"Caluyo, Filemon Obsequio",Emon,4292
Surigao del Norte,Del Carmen,Councilor,"Toldo, Oscar Ruaya",Oca,4292
Ilocos Sur,San Esteban,Vice-Mayor,"Rabang, Antonio Ramolete",Tony,4293
Samar (Western Samar),Tarangnan,Councilor,"Espino, Guadencio Jr. Tandinco",Denny,4293
Misamis Ocidental,Sinacaban,Councilor,"Abuton, Laurito Cotingjo",Titoy,4294
Agusan del Sur,Jabonga,Councilor,"Montero, Niel Boniza",Nel,4294
Negros Oriental,Tayasan,Councilor,"Cerna, Hermie Alcala",Bebit,4295
Zamboanga del Sur,Bayog,Councilor,"Cadaingan, Jose Cordero",Joe,4295
Camiguin,Catarman,Vice-Mayor,"Jacot, Nestor Ares",Nestor,4295
Marinduque,Mogpog,Councilor,"Milambiling, Urlan Musnit",Urlan,4296
Zamboanga del Norte,Jose Dalman Ponot,Councilor,"Quinit, Joseph Salingdong",Kinit,4296
Bukidnon,Sumilao,Councilor,"Pabahe, Roberto Tomindog",Boy,4296
Aurora,Maria Aurora,Councilor,"Simon, Jayson Galutan",Jayson,4297
Occidental Mindoro,Abra De Ilog,Councilor,"Zoleta, Manolo Atienza",Noling,4299
Davao del Sur,Don Marcelino,Councilor,"Ismael, Baning Matub",Ning,4299
Samar (Western Samar),Santa Margarita,Councilor,"Santiago, Gaudencio Escobar",Denny,4300
Lanao del Norte,Kauswagan,Vice-Mayor,"Mananggolo, Mastura Itawa",Sultan,4300
Ilocos Sur,Sinait,Councilor,"Dayoan, Romel Pablo",Oming,4301
La Union,San Gabriel,Vice-Mayor,"Gacod, Lorna Siago",Attorney,4301
Cagayan,Enrile,Councilor,"Gaffud, Wilson Palattao",Wilson,4302
Tarlac,Ramos,Vice- Mayor,"Galang, Proceso Dayao",Pons,4302
Masbate,Pio V. Corpuz Limbuhan,Councilor,"Marilla, Rewel Bernaldo",Loloy,4302
Antique,Valderama,Councilor,"Lacson, Leo Bartolome",Toto,4303
Catanduanes,Caramoran,Councilor,"Sales, Eligio Velarde",Eyoy,4304
Kalinga,Lubuagan,Councilor,"Damag, Dickily Gay-Yaman",Dic,4305
Ilocos Sur,San Esteban,Councilor,"Oandasan, Restituto Rabang",Totoy,4305
Isabela,Luna,Councilor,"Anagaran, Hector Balaoro",Hector,4305
Aklan,Altavas,Councilor,"Dalida, Donald Pador",Donald,4305
Aklan,Banga,Councilor,"Redison, Noel Lipana",Boy,4305
Zamboanga del Norte,Sibutad,Councilor,"Tolentino, Lolita Tayros",Loly,4305
Camiguin,Catarman,Councilor,"Rodriguez, Marve Go",Bing,4305
Occidental Mindoro,Abra De Ilog,Councilor,"Quito, Orlando Ramos",Boyet,4306
,Candelaria,Councilor,"Fallorina , Romeo Sagun",Rom,4306
Aklan,Nabas,Councilor,"Palomata, Vincent Demafelis",Toto,4306
Aklan,Nabas,Councilor,"Santillan-Pascua, Flochebel Ann Fuentes",Che-Che Santillan,4306
Iloilo,Balasan,Councilor,"Badiango, Bobby Bastareche",Bambam,4306
Agusan del Sur,Magallanes ,Vice-Mayor,"Pagaran, Meriam Galeon",Yam,4306
Cebu,Malabuyoc,Councilor,"Creus, Ely Narciso Endrina",Ely,4307
Southern Leyte,Macrohon,Councilor,"Banalo, Raymundo Biong",Monde,4307
Occidental Mindoro,Lubang,Councilor,"Villas, Charles Zubiri",Carlos,4308
Lanao del Norte,Baloi,Councilor,"Yahya, Hadji Salic Ayoma",Salic,4308
Catanduanes,Baras,Councilor,"Soledad, Reinhard Torrente",Len,4309
Cebu,Alcantara,Councilor,"Lamosao, Balgame Sotelliza",Gamy,4309
Tawi-tawi,Sitangkai,Vice- Mayor,"Ahaja, Tiblan Canon",Mco,4310
Cavite,General Emilio Aguinaldo,Vice-Mayor,"Golfo, Apolonio Angue",Ben,4310
Benguet,Mankayan,Councilor,"Posayen, Donald Ngaseo",Mcdonald,4311
Bohol,Loboc,Councilor,"Dango, Wenster Calacat",Wenwen,4311
Leyte,Ormoc City,Mayor,"Brazil, Proto Jr. Quintana",Toty,4311
Tawi-tawi,Mapun Cagayan De Tawi-Tawi,Councilor,"Yarraba, Armendra Esmael",Armen,4312
Negros Oriental,Amlan Ayuquitan,Councilor,"Esparcia, Ana Linda Ebao",Linda,4312
Masbate,San Fernando,Councilor,"Reyes, Nelly Abila",Nelly,4312
Cebu,Boljoon,Vice-Mayor,"Derama, Merlou Dy",Merlou,4312
Samar (Western Samar),Paranas Wright,Councilor,"Gabon, Rogelio Cabatuan",Den,4312
North Cotabato,Banisilan,Councilor,"Rajah-Muda, Bobby Talib",Bobby,4312
Sulu,Tapul,Councilor,"Lakibul, Joe S",Joe,4313
Pangasinan,Burgos,Councilor,"Ruiz, Alexander Testado",Alex,4313
Batangas,Alitagtag,Councilor,"Gonzales, Dionisio Cruzat",Jhun,4313
Cebu,Alcoy,Councilor,"Sestoso, Michael Angelo De Los Santos",Angke,4313
Laguna,Majayjay,Councilor,"Vito, Alejo Tuazon",Alex,4314
Misamis Ocidental,Sinacaban,Mayor,"Lood, Dello Tare",Del,4316
Davao del Sur,Sarangani,Councilor,"De Arce, Adelan Barlizo",Toto Adelan,4316
Cagayan,Pamplona,Vice-Mayor,"Bangalan, Rebecca Ifurung",Bessie,4317
Capiz,Ivisan,Councilor,"Gicano, Amelita Vasquez",Amy,4317
Zamboanga del Norte,Godod,Councilor,"Cinco, Cecilio Jatico",Celio,4317
Zamboanga del Sur,Pitogo,Councilor,"Panganiban, Quirino Esin",Rino,4317
Kalinga,Lubuagan,Councilor,"Alicog, Emy Aggal",Poking,4319
Quezon,Real,Councilor,"Arenal, Nestor Empeo",Nes,4319
Cagayan,Enrile,Councilor,"Buslig, Melecio Anga-Angan",Mel,4320
Sorsogon,Matnog,Councilor,"Frencillo, Salvador Legaspi",Salve,4320
Iloilo,Tubungan,Councilor,"Taninas, Arturo Tamisen",Arty,4320
Agusan del Sur,Kitcharao,Councilor,"Montil, Edgardo Siscon",Daday,4320
Agusan del Norte,Veruela,Councilor,"Manluctao, Guilbertch Torralba",Boboy,4320
Davao del Sur,Sarangani,Councilor,"Tablingon, Sergio Uy",Seng,4321
North Cotabato,Banisilan,Councilor,"Parcon, Nemuel Cablin",Wel,4321
Ifugao,Banaue,Vice-Mayor,"Haclao, Fermin Jr. Binalit",Jhun,4322
Agusan del Norte,Loreto,Mayor,"Magadan, Romeo Sr. Otero",Ym,4322
Capiz,Sigma,Mayor,"Andaya, Maria Tandoc",Mary,4323
Bohol,Cortes,Vice-Mayor,"Uy, Rodrigo Dennis Butawan",Rudy,4323
Samar (Western Samar),Tarangnan,Councilor,"Tugado, Gilbert Lacaba",Ebet,4323
Nueva Vizcaya,Kasibu,Councilor,"Canayan, Dennis Binallit",Kuwag- Baggang,4325
Capiz,Sapi-an,Councilor,"Vista, Joseph Reyes",Odong,4325
Ilocos Norte,Marcos,Councilor,"Rosqueta, Eloy Ablao",Iloy,4326
Quezon,Macalelon,Councilor,"Drez, Ferdinand Alfajora",Denden,4326
Bohol,Danao,Councilor,"Melencion, Rodulfo Bautista",Rudy,4326
Lanao del Norte,Poona Piagapo,Councilor,"Macabangon, Carim Alo",Rim,4326
Agusan del Sur,Jabonga,Councilor,"Maldo, Wenifredo Solmerano",Bimbot,4326
Ilocos Norte,Piddig,Councilor,"Clemente, Modesto Umarog",Modest,4327
Camarines Sur,Magarao,Councilor,"Brabante, Josue Sambo",We,4327
Sorsogon,Prieto Diaz,Mayor,"Doma, Benito Lubrica",Boytee,4328
Negros Oriental,Basay,Councilor,"Abing, Jay Oliver Antique",Jay,4330
,Iba,Councilor,"Pamplona, Senen Abrigo",Bong,4330
Agusan del Norte,Veruela,Councilor,"Medidas, Jose Alson Mordeno",Loloy,4330
Basilan,Lantawan,Councilor,"Jainuddin, Baser Usman",Bash,4331
Mountain Province,Bauko,Councilor,"Taganas, Arcadio Bosnoyan",Sabilo,4331
Camarines Sur,Cabusao,Mayor,"Genova, Norberto Ursua",Totoy,4331
Palawan,El Nido Bacuit,Vice-Mayor,"Lim, Edna Gacot",Ed,4333
Quirino,Aglipay,Councilor,"Eustaquio, Giovanni Marinas",Vanni,4333
Sorsogon,Santa Magdalena,Councilor,"Gallanosa, Jocelyn  Barreda",Teyen,4333
Bohol,Loay,Councilor,"Tare, Mario Elny Siez",Elny,4336
Leyte,Macarthur,Councilor,"Matoza, Roehl Baranda",Owe,4336
Southern Leyte,San Francisco,Councilor,"Oben, Salvador Sanchez",Nene,4336
Zamboanga del Sur,Vincenzo A. Sagun,Councilor,"Halos, Manuel Haluber",Manny,4336
Antique,Anini-y,Councilor,"Pollicar, Maxfil Belleza",Max,4337
Leyte,Inopacan,Councilor,"Pua , Rogelio Jr. Dotollo",Jojo,4337
Zamboanga del Sur,Lakewood,Councilor,"Polinar, Roger Bonghanoy",Ondo,4337
Pampanga,Santa Rita,Councilor,"Amio, Felix Santos",Felix Catu,4338
Isabela,Burgos,Councilor,"Bautista, Elmer Eder",Elmer,4339
Catanduanes,Viga,Councilor,"Del Rosario, Lourdes Alberto",Onding,4339
Biliran,Cabucgayan,Councilor,"Cordeta, Rustico Azores",Rusty,4339
Ilocos Sur,Sinait,Councilor,"Agdeppa, Emmanuel Sambrano",Noling,4340
Quezon,Real,Councilor,"Sampayo, Antonio Glinoga",Tony,4340
Aklan,Makato,Councilor,"Ta-Ay, Dino Patrick Villanueva",Dino,4341
Cebu,Alcantara,Councilor,"Marcellana, Sergio De Roxas",Jun,4342
Lanao del Sur,Piagapo,Councilor,"Acoon, Mano Limbobong",Manny,4343
Negros Oriental,Amlan Ayuquitan,Councilor,"Hina-Ut, Maricru Bayno",Marichu,4343
Aklan,Tangalan,Councilor,"Yap, Rhean Fuentes",Yan,4343
Southern Leyte,San Francisco,Councilor,"Gabronino, Paterno Sr. Bonador",Pater,4343
Mountain Province,Bauko,Councilor,"Masidong, Carmelita Moises",Meling,4344
Oriental Mindoro,Baco,Councilor,"Villas, Ariel Caraig",Matic,4344
Camarines Sur,Milaor,Councilor,"Reyes, Anthony Rivero",Lahbas,4344
,San Narciso,Councilor,"Fontimayor, Amor Elefante",Amor,4345
Camarines Norte,Vinzons,Councilor,"Pajarillo, Nestor Aloc",Cator,4346
Sorsogon,Castilla,Councilor,"Astano, Vicente Alama",Ente,4347
Quirino,Cabarroguis,Councilor,"Tuguinayo, Teresita Bermudez",Tessie,4348
Nueva Ecija,Pantabangan,Councilor,"Ferrer, Resurrection Gogotano",Cherry,4348
Samar (Western Samar),Paranas Wright,Councilor,"Gabiana, Arturo Llano",Turo,4348
Zamboanga del Norte,Jose Dalman Ponot,Councilor,"Atay, Yolando Ballano",Lando,4349
Misamis Ocidental,Calamba,Councilor,"Bolotaolo, Judelyn Echavia",Inday,4349
Aklan,Altavas,Councilor,"Celestino, Alfredo Agustin",Panit,4350
Antique,San Remigio,Councilor,"Fama, Magdaleno Villasor",Mags,4350
Masbate,Palanas,Councilor,"Alvarez, Rudy Jr. Samson",Butsoy,4351
Northern Samar,Mondragon,Councilor,"Evangelista, Merlita Sumulat",Lita,4351
Benguet,Tuba,Councilor,"Paus, Adora Koyukoy",Adz,4352
Nueva Ecija,Licab,Councilor,"Rivera, Rafael Jr. Co",Pong,4352
Masbate,Cataingan,Councilor,"Compuesto, Celestino Tero",Binong,4352
Iloilo,San Dionisio,Councilor,"Dapat, Policarpio Ardiente",Capo,4352
Samar (Western Samar),Calbiga,Councilor,"Luma-Ad, Rhoda Emilia Nacario",Rhoda,4352
Misamis Ocidental,Sapang Dalaga,Councilor,"Gahapon, Victoria Duhaylungsod",Vicky,4352
Negros Oriental,Bais City,Councilor,"Parreno, Helena Benemerito",Len,4353
Pangasinan,Burgos,Councilor,"Barcelona, Arsenio Caberto",Arsing,4355
Aurora,Dipaculao,Councilor,"Rivera, Arturo Jr. Soriben",Balon,4355
Quezon,Polillo,Vice-Mayor,"Marquita, Rufino Rene Quierrez",Bosyo,4355
Sorsogon,Barcelona,Councilor,"Estopace, Rolando Sr. Feliciano",Nono,4355
Cebu,Oslob,Vice-Mayor,"Letigio, Pacifica Jamiro",Inda Pepe,4355
Sorsogon,Barcelona,Vice- Mayor,"De Jesus, Gregorio Jr. Martires",Gerry,4356
Cagayan,Abulog,Councilor,"Tolero, Christian Alonzo",Benjie,4357
Pangasinan,Infanta,Councilor,"Navajas, Remedios Magalindan",Remy,4358
Isabela,Maconacion,Mayor,"Gascon, Daryl Ganaba",Daryl,4358
Masbate,Pio V. Corpuz Limbuhan,Councilor,"Bendebel, Rodolfo Paguntalan",Apong,4359
Northern Samar,Bobon,Councilor,"Tiberio, Anita Cui",Anita,4359
Lanao del Norte,Baloi,Councilor,"Alawi, Sabdullah Malangcapi",Aleem,4359
Catanduanes,Viga,Councilor,"Tubianosa, Pureza De Belen",Puring,4360
Catanduanes,Baras,Mayor,"Teves, Jose Jr. Joson",Bong,4361
Aurora,Dipaculao,Councilor,"Talavera, Arturo Ancheta",Tala,4363
