province,city_or_municipality,position,name,nikname,votes_obtained
Third Distrct,Malabon City,Councilor-1st District,"Yambao, Mari Anna Lizza Gutierrez",Leslie,31427
Fourth District,City of Muntinlupa,Councilor-2nd District,"Arevalo, Joselito Villorente",Lito,31443
Third Distrct,Malabon City,Councilor-1st District,"Borja, Ian Emmanuel Eustaquio",Ian,31450
Pampanga,San Fernando City,Councilor,"Dumlao, Ruperto David",Ruping,31486
Misamis Oriental,Cagayan De Oro City,1St District,"Bacal, Alden Dacanay",Alden,31514
La Union,City of San Fernando,Councilor,"Valero, Joseph Bernard De Guzman",Jb,31549
Laguna,San Pedro,Councilor,"Berroya, Edgardo Mirasigan",Bobot,31574
South Cotabato,Koronadal City,Mayor,"Miguel, Fernando Quirao",Nanding,31576
Third Distrct,Malabon City,Councilor-1st District,"Ramos, Oliver Adante",Olly,31581
Leyte,Tacloban City,Vice-Mayor,"Antoni, Arvin Villablanca",Bimboy,31632
Rizal,Rodriguez Montalban,Councilor,"Carasco, Alberto Perez",Al,31653
Laguna,San Pedro,Councilor,"Lu, Leslie Espeleta",Leslie,31656
Fourth District,City of Paranaque,Councilor-1st District,"De Los Santos, Jaime Natividad",Kalinga,31686
Ilocos Norte,Laoag City,Mayor,"Farinas, Michael Verzosa",Mvf,31714
Benguet,Baguio City,Councilor,"Balajadia, Erdolfo Villaruz",Erding,31770
Lanao del Norte,Iligan City,Councilor,"Areola, Bayani Carbonell",Pastor,31854
Rizal,City of Antipolo,Councilor- 2Nd District,"Leyva, Ronaldo Limongco",Puto,31892
Misamis Oriental,Cagayan De Oro City,1St District,"Acenas, Caesar Ian Enerio",Ian,31901
Rizal,Binangonan,Councilor,"Apostadero, Jane Zamora",Jane,31902
Fourth District,City of Muntinlupa,Councilor-2nd District,"Bagatsing, Francis Ian  Tabora",Ryan,31907
Surigao del Norte,Surigao City,Councilor,"Gonzaga, Alice Ensomo",Alice,31917
Laguna,San Pedro,Councilor,"Casacop, Michael Murillo",Mike,31924
Fourth District,City of Paranaque,Councilor-1st District,"Marquez, Vanesa Lacsamana",Ness,31999
Cavite,General Trias,Councilor,"Sison, Maurito Centeno",Morit,32002
Leyte,Ormoc City,Councilor,"Corro, Mariano Yuson",Anoy,32030
Davao del Norte,Panabo City,Councilor,"Catalan, Roy Jaboc",Roy,32095
Bulacan,San Jose del Monte City,Councilor - 1St District,"Baluyut, Allan Ray Agbayani",Leng,32146
Bulacan,Malolos City,Councilor,"Alba, Armando Aloriza",Ding,32157
Bulacan,Malolos City,Councilor,"Centeno, Francisco Jr. Adriano",Unio,32159
Laguna,San Pedro,Councilor,"Olivarez, Raul Imson",Boy,32170
Bulacan,Malolos City,Councilor,"Manalaysay, Ireneo Victoria",Rene,32280
Nueva Ecija,San Jose City,Councilor,"Felimon, Glenda Fronda",Glen,32286
Laguna,San Pablo City,Councilor,"Colago, Leopoldo Magpily",Pol,32286
Pangasinan,Dagupan City,Councilor,"Torio, Danilo Coloma",Pacoy,32300
Cavite,Silang,Councilor,"Velazco, Aristides Jose Virgilio De Asis",Ari,32329
Davao del Norte,City of Tagum,Councilor,"Remitar, Francisco Ceniza",Frank,32399
Zamboanga del Sur,Pagadian City,Councilor,"Arao, Estrella Dologuin",Trel,32428
Fourth District,Pasay City,Councilor-2nd District,"Bayona, Noel Cruz",Onie,32435
Laguna,Santa Rosa City,Councilor,"Cartano, Jose Cantos",Peping,32437
Cebu,Madridejos,Vice-Mayor,"Abarquez, Lani Zanoria",Lani,32448
Third Distrct,Malabon City,Councilor-1st District,"Dumalaog, Danilo Valencia",Dan,32502
,Olongapo City,Councilor,"Dabu, Elena Calma",Ellen,32523
Cavite,Silang,Councilor,"Amutan, Marcos Cabrera",Macoy,32538
Leyte,Ormoc City,Councilor,"Capahi, Ruben Ruflo",Bingo,32636
Nueva Ecija,San Jose City,Mayor,"Belena, Marivic",-,32650
Laguna,San Pedro,Vice-Mayor,"Ambayec, Celso Diaz",Brod,32657
Davao del Norte,City of Tagum,Councilor,"Salve, Reynaldo Tabudlong",Rey,32680
Laguna,Santa Rosa City,Councilor,"Gomez, Arnel Dela Cruz",Boyie,32689
Pangasinan,San Carlos City,Councilor,"Millora, Samuel Cayabyab",Sammy,32703
Cavite,Silang,Councilor,"Reyes, Ivee Jayne Asuncion",Ivee,32707
Leyte,Tacloban City,Councilor,"Pacanan, Rufino Abarsosa",Pax,32725
Rizal,Rodriguez Montalban,Councilor,"Bunag, Romelito Cruz",Rommel,32742
Rizal,City of Antipolo,Councilor- 2Nd District,"Zapanta, Lorenzo Masangkay",Enchong,32762
Third Distrct,City of Valenzuela,Councilor-1st District,"Cortez, Corazon Adajar",Cora,32780
Batangas,Lipa City,Councilor,"Montealto, Raul Abrenica",Kap,32828
La Union,City of San Fernando,Councilor,"Ortega, Francisco Jr. Campos",Kit,32923
Leyte,Ormoc City,Councilor,"Tugonon, Demosthenes Fiel",Demy,32924
Quezon,Lucena City,Councilor,"Talabong, Ferdinand Naca",Bong,33010
Davao del Sur,Digos City,Councilor,"Navidad, Myra Dahlia Mejares",May-May,33030
Pampanga,Angeles City,Councilor,"Del Rosario, Agapito Labalan",Pitong,33070
Second District,City of Marikina,Councilor-1st District,"Santos, Poncianito Jr. Enriquez.",Ponchie,33076
Fourth District,Taguig City,Councilor-1st District,"Mariategeu, Baltazar Tinga",Bal,33116
Second District,City of Mandaluyong,Councilor-2nd District,"Santos, Cherry Lynn Pablo.",Che Che Pablo,33126
Zamboanga del Sur,Pagadian City,Councilor,"Sanoria, Almando Clavite",Bebe,33246
Quezon,Lucena City,Councilor,"Cabana, Clarinda Sotelo",Dada,33268
Albay,Tabaco City,Vice-Mayor,"Bragais, Reynaldo Benig",Rey,33286
Third Distrct,City of Valenzuela,Councilor-1st District,"Santiago, Ignacio Jr. Gatuslao",Jun,33299
Third Distrct,Malabon City,Councilor-1st District,"Bernardo, Ricky Robles",Ricky,33342
Cavite,Bacoor,Councilor,"De Leon, Bayani Mascardo",Yani,33437
Leyte,Ormoc City,Councilor,"Pepito, Sotero Mendoza",Chuchi,33451
Bulacan,Meycauayan City,Vice-Mayor,"Violago, Salvador Sr. Dungao",Bogs,33460
Laguna,San Pedro,Councilor,"Campos, Rafael Pineda",Raffy,33485
Camarines Sur,Naga City,Vice-Mayor,"Bordado, Gabriel Jr. Hidalgo",Gabby,33534
Cavite,Imus,Councilor,"Reyes, Argel Joseph Episioco",Raymart,33539
Misamis Ocidental,Ozamis City,Vice-Mayor,"Bernad, Carlos Patricio Cruz",Kaloy,33631
Third Distrct,Malabon City,Councilor-2nd District,"Cunanan, Diosdado Alvarez",Dado,33642
Second District,City of Mandaluyong,Councilor-1st District,"De Guzman, Mario Laurinaria.",Tata Panyong,33651
Laguna,Binan,Councilor,"Manabat, Rene  Casas",Rene,33660
Zamboanga del Sur,Pagadian City,Councilor,"Villegas, Frank Jefferson Ligon",Jf,33708
Third Distrct,City of Valenzuela,Councilor-2nd District,"Dapat, Adrian Concepcion",Adrian Dapat,33725
Laguna,San Pablo City,Councilor,"Adriano, Angelo Librea",Gel,33741
Zamboanga del Sur,Zamboanga City,1st District,"Biel, Luis Iii Rubio",Noning,33808
Second District,City of Mandaluyong,Councilor-2nd District,"Bartolome, Edward Gabriel.",Edward,33827
Lanao del Norte,Iligan City,Councilor,"Zalsos, Jose Lacio",Joe,33872
Bulacan,Malolos City,Councilor,"Erjas, Crispin Gaspar",Impin,33922
Leyte,Tacloban City,Councilor,"Hernandez, Robert Tan",Robert,33956
Second District,City of Mandaluyong,Councilor-1st District,"Pillas, Teresita Conwi.",Mam Baby,34000
Maguindanao,Cotabato City,Vice-Mayor,"Guiani, Japal Jr. Juanday",Jojo,34002
Bulacan,Malolos City,Councilor,"Reyes, Tomas Dayao",Tom,34010
Cavite,Imus,Councilor,"Arguelles, Rodrigo Paredes",Digo,34064
Second District,City of Marikina,Councilor-2nd District,"Ponce, Roberto Chaluangco.",Boy Ponce,34073
Laguna,Calamba City,Councilor,"Lajara, Christian Nino Salva",Nino,34083
Pangasinan,San Carlos City,Councilor,"Fermin, Elpidio Jr. Reyes",Bido,34155
Bulacan,San Jose del Monte City,Councilor - 1St District,"Concepcion, Nolly Diaz",Noli,34164
Second District,City of Mandaluyong,Councilor-1st District,"Suva, Antonio Delos Santos.",Anthony,34293
Cavite,Bacoor,Councilor,"Bautista, Miguel Navarrete",Mike,34325
Nueva Ecija,Cabanatuan City,Councilor,"Severino, Ariel Gamboa",Ariel,34334
Davao del Norte,Panabo City,Vice-Mayor,"Gamao, James Gabriel",Binggoy,34353
,Olongapo City,Councilor,"Aquino, Anselmo Adamos",Elmo,34387
Laguna,Santa Rosa City,Councilor,"Aala, Ma Theresa Cecilia",Tess Aala,34412
Pangasinan,Dagupan City,Councilor,"Fernandez, Alipio Serafin David",Alfie,34447
,Olongapo City,Councilor,"Cortez, Aquilino Jr. Yorac",Jong,34472
Nueva Ecija,Cabanatuan City,Councilor,"Valino, Froilan Monles",Froy,34477
Laguna,Cabuyao,Councilor,"Alimagno, Maria Wanda Cruz",Wanda,34495
Albay,Legazpi City,Councilor,"Cristobal, Oscar Robert Hidalgo",Bobby,34558
Surigao del Norte,Surigao City,Vice- Mayor,"Sering, Rico Salvador Arreza",Cocoy,34559
Rizal,Rodriguez Montalban,Councilor,"Buizon, Richard Macutay",Deck,34577
Rizal,Rodriguez Montalban,Councilor,"Evangelista, Glenn Sexon",Inoy,34600
Bulacan,Malolos City,Councilor,"Ople, Therese Cheryll Baun",Ayee,34622
Laguna,San Pablo City,Vice-Mayor,"Ilagan, Frederick Martin Ambray",Ka Berks,34666
Zamboanga del Sur,Zamboanga City,1st District,"Valesco, Rogelio Jr. Lim",Gerky,34701
Pangasinan,San Carlos City,Councilor,"Resuello, Manuel Valerio",Idol,34707
Rizal,Rodriguez Montalban,Councilor,"Fernandez, Aileen Quien",Aq,34711
Second District,City of Marikina,Councilor-2nd District,"Ortiz, Rommel Fuentes.",Jojo Ortiz,34756
Benguet,Baguio City,Councilor,"Tabora, Antonio Runez",Tony Boy,34799
Laguna,San Pablo City,Councilor,"Yu, Alejandro Yap",Abi,34930
Lanao del Norte,Iligan City,Councilor,"Rovira, Voltaire Imperial",Volts,34976
Fourth District,Taguig City,Councilor-1st District,"Franco, Ronnette Osorio",Ronet,35026
Fourth District,City of Paranaque,Councilor-1st District,"Gabriel, Raquel Capuno",Dra. Raquel,35080
Bukidnon,Valencia City,Councilor,"Ayon, Arlyn Pondoc",Ate Arlyn,35092
,Olongapo City,Councilor,"Baloy, Angelito Wong",Gie,35124
Batangas,Tanaunan City,Vice-Mayor,"Platon, Julius Caesar Ii Gamilla",Chibog,35125
Cavite,Bacoor,Councilor,"De Castro, Avelino Silva",Ave,35135
Palawan,Puerto Princesa City,Vice-Mayor,"Bayron, Lucilo Rodriguez",Cecil,35158
Fourth District,Taguig City,Councilor-2nd District,"Gasgonia, Estela Acosta",Tita Estel,35169
Laguna,Santa Rosa City,Councilor,"Cendana, Mtyhor Carvajal",Mithor Carvajal,35419
Fourth District,Taguig City,Councilor-1st District,"San Pedro, Gamaliel Natividad",Gamie,35466
Leyte,Tacloban City,Councilor,"Mate, Bianco Flores",Bianco,35475
Davao del Norte,City of Tagum,Councilor,"Suaybaguio, Nicandro Jr. Tumbucon",Nick,35568
Second District,City of Marikina,Councilor-2nd District,"De Guzman, Efren Santiago.",Efren,35663
Pampanga,Lubao,Mayor,"Pineda, Dennis Garcia",Delta,35665
Laguna,San Pablo City,Councilor,"Biglete, Diosdado Alidio",Jojo,35729
Second District,City of Marikina,Councilor-2nd District,"Ubaldo, Ponciano Jr. Tria.",Bong,35740
Pampanga,San Fernando City,Councilor,"Calimlim, Rosemary Galang",Rose,35815
Pampanga,Angeles City,Vice-Mayor,"Vega, Maria Vicenta Licup",Vicky Vega,35832
Laguna,Santa Rosa City,Mayor,"Nazareno, Arlene Arcillas",Arlene Arcillas,35876
Cavite,Imus,Councilor,"Nato, Larry Boy Sayas",Larry,35919
Tarlac,City of Tarlac,Councilor,"Mendoza, Andrew Malvar",Andrew,35974
Davao del Sur,Digos City,Councilor,"Gabutero, Lani Montero",Lani,36083
Leyte,Ormoc City,Councilor,"Larrazabal, Claudio Pongos",Dudy,36088
Third Distrct,Malabon City,Councilor-2nd District,"Nolasco, Eduardo Torres",Eddie,36104
Misamis Oriental,Gingoog City,Councilor,"Canosa, Erick Generales",Ae,36118
Davao del Sur,Malita,Mayor,"Bautista, Benjamin Jr. Peralta",Joseph,36122
Cavite,Bacoor,Councilor,"Celestino, Normita Ocampo",Menny,36124
Rizal,Rodriguez Montalban,Vice-Mayor,"Cruz, Jonas Jimenez",Jonas,36160
,Olongapo City,Councilor,"Piano, Edwin Jadulco",Ed,36255
Laguna,Binan,Mayor,"Alonte, Marlyn Belizario",Len Len,36323
Third Distrct,Malabon City,Councilor-1st District,"Oreta, Antolin III Aquino",Lenlen,36329
Cebu,Madridejos,Mayor,"Fernandez, Socrates Cabigas",Soc,36356
Cavite,Silang,Mayor,"Poblete, Clarito Ambalada",Areng,36408
Albay,Legazpi City,Vice-Mayor,"Buban, Ismael Millares",Maeng,36490
,Olongapo City,Councilor,"Lipumano, Lugerna  Felizardo",Lugie,36524
Tarlac,Concepcion,Mayor,"Villanueva, Noel Lopez",Noel,36525
Davao del Sur,Digos City,Mayor,"Latasa, Arsenio Agonia",Boy,36639
Cebu,Toledo City,Mayor,"Zambo, Arlene Espinosa",Dydee,36706
,Olongapo City,Councilor,"Marzan, Marey Beth Daduya",Bebeth,36796
Rizal,Rodriguez Montalban,Councilor,"Ayuson, Rommel Cruz",Omel,37074
Pangasinan,Dagupan City,Councilor,"Reyna, Maria Librada Fe Manaois",Dada,37094
Laguna,San Pablo City,Councilor,"Pavico, Richard Conducto",Chad,37180
Fourth District,Taguig City,Councilor-2nd District,"Balina-Eron, Marisse Lanuzo",Marisse,37198
Fourth District,City of Muntinlupa,Councilor-1st District,"Espeleta, Ermie Simundac",Lake,37202
Second District,City of Marikina,Councilor-1st District,"Bernardino, Serafin Yao.",Kap. Bojie,37206
Misamis Ocidental,Ozamis City,Mayor,"Parojinog, Reynaldo Ozamiz",Aldong,37248
Benguet,Baguio City,Councilor,"Aliping, Nicasio Jr. Mocnangan",Bot-Bot,37284
Fourth District,Taguig City,Councilor-1st District,"Santos, Delio Javier",Dingdong,37379
Laguna,Calamba City,Councilor,"Pradas, Jose  Valera",Joe,37535
Camarines Sur,Naga City,Mayor,"Robredo, Jesse Manalastas",Jess,37549
Agusan del Sur,Butuan,Councilor,"Dayaday, Rodrigo Labonite",Rudy,37560
Laguna,San Pedro,Councilor,"Acierto, Marlon Andres",Kuya Marlon,37625
Leyte,Ormoc City,Mayor,"Codilla, Eric Capahi",Boboy,37636
,Olongapo City,Vice- Mayor,"Cajudo, Cynthia Gregorio",Cyn,37638
Pangasinan,Dagupan City,Councilor,"Canto, Jesus Dupa",Jess,37693
Laguna,Binan,Vice-Mayor,"Dimaguila, Walfredo Jr. Reyes",Arman,37700
Misamis Oriental,Cagayan De Oro City,2Nd District,"Abejuela, Emmanuel Daing",Noling,37713
Second District,City of Marikina,Councilor-1st District,"Sabiniano, Victoriano Jr. Alejandro.",Vic Tambuli,37736
Samar (Western Samar),Calbayog City,Mayor,"Sarmiento, Mel Senen Sevilla",Mel,37807
Camarines Sur,Naga City,Councilor,"Bongat, John Garcia",John,37812
Second District,City of Marikina,Councilor-2nd District,"Punzalan, Hilario Aquino.",Larry,38080
Agusan del Sur,Butuan,Councilor,"Bunol, Lope Acuero",Lope,38156
Benguet,Baguio City,Councilor,"Rondez, Perlita Chan",Pinky Rondez,38233
Bulacan,San Jose del Monte City,Vice-Mayor,"San Pedro, Reynaldo Salvador",Rey,38256
Rizal,Binangonan,Mayor,"Ynares, Cecilio Martin",Boyet,38267
Zamboanga del Sur,Zamboanga City,1st District,"Lim, Rodolfo Ruste",Rudy,38267
Batangas,Lipa City,Councilor,"Mendoza, Aries Emmanuel Dioso",Bibong,38349
Misamis Oriental,Cagayan De Oro City,2Nd District,"Dacer, Alexander Sabana",Alex,38377
Second District,City of Pasig,Councilor-1st District,"Balderrama, Regino Sanchez.",Reggie,38399
Nueva Ecija,San Jose City,Vice-Mayor,"Salvador, Mario Ong",Kokoy,38417
Nueva Ecija,Cabanatuan City,Councilor,"Saclolo, Angelito Jr. Duran",Help,38446
Pangasinan,Urdaneta City,Mayor,"Perez, Amadeo Jr. Reyes",Amadito,38470
Pampanga,Angeles City,Councilor,"Suller, Arvin Maglalang",Pogs,38532
Fourth District,City of Las Pinas,Councilor-2nd District,"Hernandez, Danilo Venzon",Davhez,38593
La Union,City of San Fernando,Mayor,"Ortega, Pablo Campos",Pablo,38601
Second District,City of Marikina,Councilor-1st District,"Ayuson, Frankie Cruz.",Kap. Frankie,38657
Quezon,Lucena City,Councilor,"Talaga, Ramil Claudio",Amil,38659
Cavite,Bacoor,Councilor,"Fabian, Reynaldo Marcelo",Rey,38822
Rizal,Cainta,Mayor,"Ilagan, Ramon Abulon",Mon,38844
Pangasinan,San Carlos City,Vice-Mayor,"Resuello, Joseres Serrano",-,38891
Davao del Sur,Digos City,Councilor,"Cagas, Josef Fortich",Jojo,38902
Tarlac,City of Tarlac,Mayor,"Mendoza, Genaro Malvar",Aro,38932
Fourth District,Taguig City,Councilor-2nd District,"Jordan, Ricardo Jamandron",Ric,38982
Davao del Norte,City of Tagum,Councilor,"Zulueta, Alan Degayo",Alan,38989
Pampanga,San Fernando City,Councilor,"Agustin, Renato Guilas",Ato,39002
Second District,City of Pasig,Councilor-1st District,"Bernardo, Iyo Christian Caruncho.",Caruncho,39011
Tarlac,City of Tarlac,Councilor,"De Leon, Enrico Jimenez",Henry,39066
Benguet,Baguio City,Councilor,"Weygan, Galo Dapiosen",Galo,39087
Zamboanga del Sur,Zamboanga City,1st District,"Abarro, Ethelinda Marcos",Lynet,39101
Cavite,General Trias,Vice-Mayor,"Campana, Fernando Presa",Totie,39126
Second District,City of Marikina,Councilor-2nd District,"Dayao, Anna Del Barrio.",Annie,39271
Zamboanga del Sur,Zamboanga City,2nd District,"Candido, Reynerio Sebastian",Rey,39278
Laguna,Calamba City,Councilor,"Manaig, Jose Morel Dela Cruz",-,39283
Laguna,San Pedro,Councilor,"Villena, Allan Mark Verdijo",Allan,39300
Zamboanga del Sur,Zamboanga City,2nd District,"Saavedra, Eduardo Jr. Tupaz",Eddie,39305
Zamboanga del Sur,Pagadian City,Councilor,"Bersales, Eric Lasud",Eric,39396
Laguna,Santa Rosa City,Councilor,"Algabre, Luisito Banzuela",Louie,39454
Rizal,Cainta,Vice-Mayor,"Sicat, Arturo Lumba",Atoy,39454
Negros Occidental,Salvador Benedicto,Vice-Mayor,"Valmayor, Gerardo Jr.  Pomar",Ginggo,39512
Fourth District,City of Muntinlupa,Councilor-1st District,"Dela Rea, Icasiano Maglian",Ike,39568
Benguet,Baguio City,Councilor,"Tabanda, Betty Lourdes Flores",Lulu,39675
Tarlac,City of Tarlac,Councilor,"Facunla, Emily Ladera",Emy Ladera,39760
Pangasinan,Dagupan City,Mayor,"Fernandez, Alipio Jr. Fernandez",Al,39769
Pampanga,Angeles City,Councilor,"Sangil, Jesus Santos",Jay,39799
North Cotabato,City of Kidapawan,Vice-Mayor,"Malaluan, Luis Pana",Doctor,39806
Second District,City of Marikina,Councilor-1st District,"Ferriol, Samuel Santos.",Sam,39874
Second District,City of Marikina,Councilor-1st District,"Santos, Thaddeus Antonio Jr. Manuel.",Boy Bolok,39891
Pampanga,Angeles City,Councilor,"Maniago, Ruben Policarpio",Salamin,39899
,Olongapo City,Councilor,"Cerezo, Rodel Sevilla",Sir Rodel,39958
Samar (Western Samar),Calbayog City,Vice-Mayor,"Aquino, Ronaldo Porlares",Onald,39996
Cavite,Imus,Mayor,"Maliksi, Emmanuel Leonardo",Manny,40034
Pampanga,Angeles City,Councilor,"Simeon, Rodolfo Tomorrow",Rudy,40036
Fourth District,Taguig City,Councilor-1st District,"Cruz, Allan Paul Carlos",Allan,40112
Cavite,Imus,Vice-Mayor,"Ilano, Armando Ilawan",Mandy M.I.,40124
Pangasinan,Dagupan City,Councilor,"Fernandez, Michael Biagtan",Mike,40191
Zamboanga del Sur,Zamboanga City,2nd District,"Guingona, Benjamin Evangelista",Nonong,40195
Pampanga,San Fernando City,Councilor,"Lingat, Nelson Galang",Nel,40200
Fourth District,City of Paranaque,Councilor-2nd District,"Sotto, Valmar Castelo",Val,40252
,Olongapo City,Councilor,"Delos Reyes, John Carlos Gordon",Jc,40257
Second District,City of Pasig,Councilor-1st District,"Lipana, Renato Gali.",Rene,40309
Second District,City of Mandaluyong,Councilor-1st District,"Abalos, Jonathan De Castro.",Jon,40361
Leyte,Tacloban City,Councilor,"Lagonoy, Nofredo Cotejar",Rindo,40497
Davao del Norte,City of Tagum,Councilor,"Caasi, Jose Joedel Tauyan",Joedel,40570
Second District,City of Marikina,Councilor-1st District,"Marco, Ferdinand David.",Ferdie,40612
,Olongapo City,Councilor,"Perez, Gina Gulanes",Gina,40665
Zamboanga del Sur,Pagadian City,Councilor,"Tan, Romeo Barueso",Romy,40683
Leyte,Tacloban City,Councilor,"Uy, Wilson Sia",Sonuy,40691
Zamboanga del Sur,Zamboanga City,1st District,"Sadain, Melchor Rey Kiram",Mel,40827
Fourth District,Pasay City,Councilor-2nd District,"Calixto-Rubiano, Imelda Gallardo",Emi,40832
Tarlac,City of Tarlac,Councilor,"Rodriguez, Vladimir San Pedro",Vlad,40860
Batangas,Lipa City,Councilor,"Rocafort, Avior Recio",Tagumpay,40885
Bulacan,Malolos City,Councilor,"San Diego, Dennis Domingo",Konde,40889
Lanao del Norte,Iligan City,Councilor,"Busico, Alfredo Rosales",Fred,40909
Pampanga,San Fernando City,Councilor,"Patio, Alex Feramil",Afp,40924
Misamis Oriental,Cagayan De Oro City,2Nd District,"Lao, Teodulfo Jr. Escalera",Bong,40931
Quezon,Lucena City,Mayor,"Talaga, Ramon Jr. Yason",Mon,40945
Cebu,Mandaue City,Councilor,"Cabahug, Editha Flores",Inday Edith,40967
Batangas,Lipa City,Councilor,"Hernandez, Maria Concepcion Rufino",Concon,40979
Pangasinan,Dagupan City,Councilor,"Decano, Farah Gonzales",Farah,41080
Albay,Legazpi City,Mayor,"Rosal, Noel Ebriega",Noel,41103
Davao del Norte,City of Tagum,Councilor,"Eliot, Vicente Sr. Castor",Enting,41148
Cebu,Mandaue City,Councilor,"Lumapas, Jimmy Cortes",Jim,41230
Pampanga,Angeles City,Councilor,"Yabut, Ares Yuzon",Aries,41252
Palawan,Puerto Princesa City,Mayor,"Hagedorn, Edward Solon",Ed,41363
Cebu,Mandaue City,Councilor,"Biano, Victor Cortes",Vic,41417
Laguna,Calamba City,Councilor,"Platon, Pocholo Javier",Mar,41527
Leyte,Tacloban City,Councilor,"Yaokasin, Jerry Tiu",Sambo,41557
Pangasinan,San Carlos City,Mayor,"Resuello, Julier Corpuz",Ayoy,41594
Third Distrct,City of Valenzuela,Councilor-2nd District,"Padrinao, Fernando De Gula",Boy,41752
Second District,City of Pasig,Councilor-1st District,"San Buenaventura, Reynaldo Iii Ramirez.",Joy Sb,41862
Fourth District,City of Las Pinas,Councilor-1st District,"Miranda, Alfredo Lim",Steve,41882
Cavite,Bacoor,Councilor,"Gervacio, Hubert Velasquez",Hube,41944
Nueva Ecija,Cabanatuan City,Councilor,"Paulino, Cristina Wycoco",Tina,41988
Davao del Norte,City of Tagum,Councilor,"Millan, Raymund Joey Diamante",Joey,42044
Rizal,Rodriguez Montalban,Mayor,"Cuerpo, Pedro Sanguyo",Ping,42050
Fourth District,City of Las Pinas,Councilor-1st District,"Lezarda, Eduardo Perido",Eddie,42052
Cavite,General Trias,Mayor,"Ferrer, Luis IV Alandy",Jon-Jon,42146
Benguet,Baguio City,Councilor,"Balisong, Rocky Thomas Aspilan",Rocky,42159
Cebu,Lapu- lapu City Opon,Councilor,"Pozon, Florito Tumulak",Floy,42166
Third Distrct,City of Valenzuela,Councilor-1st District,"Esplana, Gerald Alejandro",Gerry,42273
Laguna,San Pedro,Mayor,"Cataquiz, Calixto Ramirez",Calex,42276
Cebu,Lapu- lapu City Opon,Councilor,"Herrera, Efren Tumulak",Fren,42280
Laguna,San Pablo City,Councilor,"Yang, Danilo Rances",Dy,42284
Davao del Sur,Digos City,Vice-Mayor,"Penas, Joseph Roble",Jojo,42376
Rizal,Rodriguez Montalban,Councilor,"Aquino, Bonna Lita Pedron",Bonna,42383
Zamboanga del Sur,Zamboanga City,2nd District,"Natividad, Roel Bernardo",Elong,42389
Fourth District,Taguig City,Councilor-2nd District,"Bartolome, Aurelio Paulo Reyes",Ap,42471
Misamis Oriental,Cagayan De Oro City,2Nd District,"Tabor, Ramon Galvez",Botar,42499
Misamis Oriental,Cagayan De Oro City,2Nd District,"Advincula, Reynaldo Navarro",Nanding,42506
Fourth District,City of Las Pinas,Councilor-1st District,"Cristobal, Demetrio Reyes",Metring,42638
Fourth District,City of Las Pinas,Councilor-2nd District,"Camila, Perpetuo F.",-,42696
Fourth District,City of Las Pinas,Councilor-2nd District,"Benedicto, Leopoldo Fondevilla",Dong,42855
Lanao del Norte,Iligan City,Councilor,"Anghay, Ariel Pareno",Ariel,42892
Davao del Norte,City of Tagum,Councilor,"Uy, De Carlo Lim",Oyo,42912
Second District,City of Marikina,Councilor-2nd District,"Reyes, Wilfred Santos.",Boggs,42975
Tarlac,City of Tarlac,Vice- Mayor,"Tanedo, Miguel Aguas",Mike,42979
Cavite,Bacoor,Councilor,"Solis, Avelino Bonifacio",Boy,43167
Cavite,Bacoor,Councilor,"Remulla, Rolando Sapanghila",Andoy,43247
Zamboanga del Sur,Zamboanga City,1st District,"Cabato, Jaime Uro",Jimmy,43304
Nueva Ecija,Cabanatuan City,Councilor,"Del Rosario, Rosendo Iii Driz",Jonjon,43307
Agusan del Sur,Butuan,Councilor,"Plaza, Randolph Borja",Boy,43318
Cebu,Mandaue City,Councilor,"Villanueva, Procopio Retuya",Copoy,43343
Leyte,Ormoc City,Vice-Mayor,"Aparis, Nepomuceno Palana",Nepnep,43365
Cebu,Mandaue City,Councilor,"Rosal, Emiliano Morata",Tubig,43380
Batangas,Lipa City,Councilor,"Dy, Pang Lim",Kiana,43416
Batangas,Lipa City,Councilor,"Umali, Ralph Peter Sheker",King,43462
Second District,City of Marikina,Councilor-1st District,"Carlos, Leonor Favor.",Lea,43507
Fourth District,City of Las Pinas,Councilor-2nd District,"Dumlao, Renato Pangan",Rene,43552
Cebu,Mandaue City,Councilor,"Ceniza, Jose Jefferson Codoy",Jp,43559
Fourth District,City of Muntinlupa,Councilor-1st District,"Teves, Melchor Gaspar Rosca",Action Man,43863
Zamboanga del Sur,Zamboanga City,2nd District,"Nuno, Lilia Macrohon",Maam Lilia,43911
Third Distrct,City of Valenzuela,Councilor-1st District,"Pineda, Katherine Clemente",Khay,43956
Misamis Oriental,Cagayan De Oro City,2Nd District,"Nacaya, Ian Mark Quiblat",Ian,44060
Cebu,Lapu- lapu City Opon,Councilor,"Cuizon, Eduardo Lumapas",Eddie,44187
Zamboanga del Sur,Zamboanga City,1st District,"Jimenez, Cesar Jr. Ledesma",Jawo,44202
Batangas,Lipa City,Councilor,"Silva, Merlo Pena",Merlo,44298
Third Distrct,Caloocan City,Councilor-2nd District,"Baldivia, Marjorie Barretto",Marjorie,44299
Negros Occidental,Kabankalan City,Mayor,"Zayco, Pedro Jr. Perez",Bebing,44308
Tarlac,City of Tarlac,Councilor,"Cervantes, Antonio Jr. Flores",Tony Boy,44341
Second District,Quezon City,Councilor- 3Rd District,"Borres, Jaime Fargas.",Jimmy,44369
