province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Tarlac,Pura,Councilor,"Cabarios, Nenita Millo",Nene,PDP,4550
Tarlac,Pura,Councilor,"Domingo, Freddie Diamsay",Fred,Independent,4519
Tarlac,Pura,Councilor,"Ramilo, Segundo Balmores",Manding,Nationalist People's Coalition,4109
Tarlac,Ramos,Mayor,"Reginaldo, Diosdado Tawatao",Dado,Nationalist People's Coalition,5459
Tarlac,Ramos,Vice-Mayor,"Manglicmot, Gregoria Jonatas",Agrie,Nationalist People's Coalition,5225
Tarlac,Ramos,Councilor,"Gaudia, Rolando Guzman",Rgg,Independent,7344
Tarlac,Ramos,Councilor,"Apostol, Maribelle Tangonan",Len,Lakas-Christian Muslim Democratic,6188
Tarlac,Ramos,Councilor,"Manuel, Louie Lea",Louie,Nationalist People's Coalition,6140
Tarlac,Ramos,Councilor,"Padua, Jose Victor Agustin",Joevic,Nationalist People's Coalition,5802
Tarlac,Ramos,Councilor,"Rafael, Nestor Manglicmot",-,Nationalist People's Coalition,5641
Tarlac,Ramos,Councilor,"Tongol, Cristina Burbano",Loy,Nationalist People's Coalition,4924
Tarlac,Ramos,Councilor,"Jonatas, Bartolome Macaraeg",Porong,Nationalist People's Coalition,4903
Tarlac,Ramos,Councilor,"Dela Cruz, Orlando Catigay",Lando,Lakas-Christian Muslim Democratic,4723
Tarlac,San Clemente,Mayor,"Toledo, Roseller Mortel",Seler,Nationalist People's Coalition,3845
Tarlac,San Clemente,Vice-Mayor,"Abdul, Esmail Datucali",Maeng,Nationalist People's Coalition,3739
Tarlac,San Clemente,Councilor,"Macadamia, Elma Laranang",Elma,Lakas-Christian Muslim Democratic,4360
Tarlac,San Clemente,Councilor,"Laranang, Ryan Pascual",Ryan,Nationalist People's Coalition,3753
Tarlac,San Clemente,Councilor,"Erguiza, Raymundo Dumlao",Ray,Lakas-Christian Muslim Democratic,3483
Tarlac,San Clemente,Councilor,"Agustin, Ernesto Aquino",Erning,Nationalist People's Coalition,3420
Tarlac,San Clemente,Councilor,"Rosete, Jesus Jr. Silvestre",Jojo,Nationalist People's Coalition,3387
Tarlac,San Clemente,Councilor,"Cachapero, Regie Espiritu",Regie,Lakas-Christian Muslim Democratic,3343
Tarlac,San Clemente,Councilor,"Parana, David Fabros",David,Lakas-Christian Muslim Democratic,3100
Tarlac,San Clemente,Councilor,"Palada, Herman Domingo",Emman,Nationalist People's Coalition,3040
Tarlac,San Jose,Mayor,"Yap, Jose Jr. Areno",Pinggoy,Nationalist People's Coalition,7662
Tarlac,San Jose,Vice-Mayor,"Capitulo, Romeo Gueco",Ong,Nationalist People's Coalition,6652
Tarlac,San Jose,Councilor,"Eugenio, Samuel Magday",Sammy,Nationalist People's Coalition,5519
Tarlac,San Jose,Councilor,"Inalvez, Jose Divino Enciso",Judy,Nationalist People's Coalition,4220
Tarlac,San Jose,Councilor,"Joaquin, Riza Eugenio",Sasa,Independent,4212
Tarlac,San Jose,Councilor,"Facun, Cristofer Galamay",Cristy,Liberal Party,4100
Tarlac,San Jose,Councilor,"Capiendo, Ma. Crispina Inalvez",Mary,Nationalist People's Coalition,3941
Tarlac,San Jose,Councilor,"Palma, Wilson Basilas",Son,Independent,3860
Tarlac,San Jose,Councilor,"Facun, Bayani Corpuz",Bayani,Independent,3783
Tarlac,San Jose,Councilor,"Dupitas, Eleazar Cardinoza",Turbo,Lakas-Christian Muslim Democratic,3608
Tarlac,San Miguel,Mayor,"Tesoro, Benjamin Diza",Bening,Lakas-Christian Muslim Democratic,5188
Tarlac,San Miguel,Vice-Mayor,"Malazo, Jeffrey Sicay",Jeff,Nationalist People's Coalition,4748
Tarlac,San Miguel,Councilor,"Caguisano, Edgardo Agliam",Edgar,Lakas-Christian Muslim Democratic,5707
Tarlac,San Miguel,Councilor,"Tesoro, Do Reyes",Donya,Lakas-Christian Muslim Democratic,4657
Tarlac,San Miguel,Councilor,"Relator, Liberato Retoriano",Oliver,Nationalist People's Coalition,4470
Tarlac,San Miguel,Councilor,"Malazo, Melvin Gonzales",Melvin,Nationalist People's Coalition,4311
Tarlac,San Miguel,Councilor,"Sunio, Diosdado Baylon",Danny,Nationalist People's Coalition,4201
Tarlac,San Miguel,Councilor,"Padua, Misael Hernaez",Sael,Nationalist People's Coalition,4167
Tarlac,San Miguel,Councilor,"Yamat, Maribeth Malazo",Mabeth,Nationalist People's Coalition,4152
Tarlac,San Miguel,Councilor,"Aquino, Elmer Locquiao",Abono,Lakas-Christian Muslim Democratic,3696
Tarlac,Santa Ignacia,Mayor,"Enrado, Saklulu Bose",Sak,Liberal Party,11647
Tarlac,Santa Ignacia,Vice-Mayor,"Antonio, Noel Cube",Noel,Liberal Party,12667
Tarlac,Santa Ignacia,Councilor,"Tan, Nathaniel Leal",Bong,Liberal Party,14453
Tarlac,Santa Ignacia,Councilor,"Modomo, Nora Tanjuakio",Nora,Nationalist People's Coalition,13204
Tarlac,Santa Ignacia,Councilor,"Antonio, Amanda Baltazar",Amy,Liberal Party,12964
Tarlac,Santa Ignacia,Councilor,"Follosco, Donna Dacayanan",Donna,Nationalist People's Coalition,11009
Tarlac,Santa Ignacia,Councilor,"Manzano, Freddie Marcos",Peding,Liberal Party,10981
Tarlac,Santa Ignacia,Councilor,"Dela Cruz, Buen Jr. Miguel",Jr.,Liberal Party,9286
Tarlac,Santa Ignacia,Councilor,"Modomo, Catalino Gerald Ii Laoang",Kabong,Nationalist People's Coalition,8966
Tarlac,Santa Ignacia,Councilor,"Bulosan, Joel Domingo",Joel,Nationalist People's Coalition,8284
Tarlac,Victoria,Mayor,"Guiam, Candido Iii Rigor",Jeni,Nationalist People's Coalition,13509
Tarlac,Victoria,Vice-Mayor,"Silao, Marvin Tome",Vin,Nationalist People's Coalition,16504
Tarlac,Victoria,Councilor,"Santiago, Edwina Lapada",Ed,Nationalist People's Coalition,11615
Tarlac,Victoria,Councilor,"Gagarin, Eugenio Jr. Sacaguing",JR,Liberal Party,9182
Tarlac,Victoria,Councilor,"Roque, Artemio Lorenzo",Art,Nationalist People's Coalition,8926
Tarlac,Victoria,Councilor,"Gacusan, Arnel Juralbal",Arnel,Liberal Party,8719
Tarlac,Victoria,Councilor,"Coronel, Resurreccion Razon",Rex,Independent,8206
Tarlac,Victoria,Councilor,"Rigor, Alfred Victor",Aldee,Nationalist People's Coalition,8133
Tarlac,Victoria,Councilor,"Saguyod, Eric Isla",Eric,Liberal Party,7726
Tarlac,Victoria,Councilor,"Villa Agustin, Michael Cari",Mike,Nationalist People's Coalition,7596
Zambales,Botolan,Mayor,"Jeresano, Doris Maniquiz",Bing,Sulong Zambales Party,16352
Zambales,Botolan,Vice-Mayor,"Manzo, Nick Lao",Nick,Sulong Zambales Party,14556
Zambales,Botolan,Councilor,"Ferrer, Noel Siazon",Noel,Sulong Zambales Party,11262
Zambales,Botolan,Councilor,"Nalicat, Anselmo Susa",Ely,Liberal Party,9590
Zambales,Botolan,Councilor,"Lingat, Aris George Dequi",Aris,Sulong Zambales Party,9359
Zambales,Botolan,Councilor,"Doble, Marlo Thomas Del Prado",Tom,Sulong Zambales Party,9147
Zambales,Botolan,Councilor,"Jaring, Gregorio Dilag",Goyo,Sulong Zambales Party,8070
Zambales,Botolan,Councilor,"Daria, Arthur Ramos",Art,Liberal Party,7852
Zambales,Botolan,Councilor,"Tabligan, Luis Jr. Darusin",Doods,Liberal Party,7845
Zambales,Botolan,Councilor,"Caspe, Concepcion Darusin",Siony,Liberal Party,7669
Zambales,Cabangan,Mayor,"Apostol, Ronaldo Fidel",Ronald,Sulong Zambales Party,8239
Zambales,Cabangan,Vice-Mayor,"Bringas, Leo Felix",Eyong,Sulong Zambales Party,5414
Zambales,Cabangan,Councilor,"Gelacio, Augusto Fontela",Ogoy,Sulong Zambales Party,5660
Zambales,Cabangan,Councilor,"Toledo, Leonardo Viloria",Leonie,Sulong Zambales Party,5429
Zambales,Cabangan,Councilor,"Tabije, Israel Cabasal",Isse,Sulong Zambales Party,5372
Zambales,Cabangan,Councilor,"Villalobos, Alex Delos Reyes",Alex,Sulong Zambales Party,4923
Zambales,Cabangan,Councilor,"Calderon, Leo Balintos",Lbc,Independent,4532
Zambales,Cabangan,Councilor,"Ronquillo, Teofilo Jr. Dais",Inggo,Sulong Zambales Party,4489
Zambales,Cabangan,Councilor,"Alip, Larry Dajon",Aring,Independent,4278
Zambales,Cabangan,Councilor,"Amante, Prospero Cebu",Poroy,Sulong Zambales Party,3996
Zambales,Candelaria,Mayor,"Edquid, Napoleon Ebdane",Nap,Sulong Zambales Party,4368
Zambales,Candelaria,Vice-Mayor,"Edquilang, Sergio Adriano Radam",Cros,Sulong Zambales Party,5574
Zambales,Candelaria,Councilor,"Molino, Michael Ian Yap",Ian,Liberal Party,7164
Zambales,Candelaria,Councilor,"Ednave, Penny Ebilane",Penny,Sulong Zambales Party,5759
Zambales,Candelaria,Councilor,"Echon, Leonides Eclevia",Pico,Independent,5690
Zambales,Candelaria,Councilor,"Echon, Vicente Jr. Villasan",Jun,Independent,4754
Zambales,Candelaria,Councilor,"Barrera, Bernard Polido",Dodoy,Sulong Zambales Party,4375
Zambales,Candelaria,Councilor,"Ebilane, Virginia Encio",Bening,Sulong Zambales Party,4199
Zambales,Candelaria,Councilor,"Baluran, Miguel Olmo",Mike,Liberal Party,3729
Zambales,Candelaria,Councilor,"Fallorina, Romeo Sagun",Rom,Independent,3688
Zambales,Castillejos,Mayor,"Dominguez, Jose Angelo Miranda",Flip,Puwersa ng Masang Pilipino,11174
Zambales,Castillejos,Vice-Mayor,"Viloria, Resty Domingo",Resty,Sulong Zambales Party,10478
Zambales,Castillejos,Councilor,"Esposo, Christian Tan",Ni,Sulong Zambales Party,9900
Zambales,Castillejos,Councilor,"Salih, Rizal Jr. Gonzales",Rizal,Sulong Zambales Party,9642
Zambales,Castillejos,Councilor,"Pantaleon, Eric Joseph Bueno",Eric,Puwersa ng Masang Pilipino,9474
Zambales,Castillejos,Councilor,"Avera, Voltaire Deonero",Voltaire,Puwersa ng Masang Pilipino,9421
Zambales,Castillejos,Councilor,"Dalit, Joy Marie Claro",Joy,Puwersa ng Masang Pilipino,9031
Zambales,Castillejos,Councilor,"Dalit, Claude Sr. Navalta",Claude,Sulong Zambales Party,8414
Zambales,Castillejos,Councilor,"Villanueva, Jesusito Reyes",Chito,Sulong Zambales Party,6777
Zambales,Castillejos,Councilor,"Navarro, Raymundo Ventura",Munding,Sulong Zambales Party,6775
Zambales,Iba,Mayor,"Ebdane, Jun Rundstedt Cabanayan",Rundy,Sulong Zambales Party,11420
Zambales,Iba,Vice-Mayor,"Farin, Benjamin Jr. Del Rosario",Jun Farin,Independent,6210
Zambales,Iba,Councilor,"Aldea, Francisco Pantilon",Frank,Liberal Party,7971
Zambales,Iba,Councilor,"Montefalcon, Genaro Navarro",Gerry,Independent,7685
Zambales,Iba,Councilor,"Tabile, Lanie Ellano",Lanie Tabile Nengasca,Liberal Party,7647
Zambales,Iba,Councilor,"Fallorin, Alcade Del Rosario",Al Fallorin,Liberal Party,7557
Zambales,Iba,Councilor,"Redondo, Salvador Riego De Dios",Badong,Sulong Zambales Party,5787
Zambales,Iba,Councilor,"Ballesteros, Danilo Mas",Danny,Sulong Zambales Party,5166
Zambales,Iba,Councilor,"Butaran, Lilia Bernarte",Kapitana Lilia,Sulong Zambales Party,4896
Zambales,Iba,Councilor,"Sarmiento, Noel Dalusong",Nica,Independent,4777
Zambales,Masinloc,Mayor,"Edora, Desiree Salazar",Dhes,Sulong Zambales Party,12775
Zambales,Masinloc,Vice-Mayor,"Bautista, Jeffrey Yap",Pot,Sulong Zambales Party,8497
Zambales,Masinloc,Councilor,"Figuerrez, Fred Acera",Sir Fred,Sulong Zambales Party,11893
Zambales,Masinloc,Councilor,"Ebarle, Virgilio Ermita",Kayong,Independent,10720
Zambales,Masinloc,Councilor,"Ejanda-Juarez, Gigi Ejida",Gie,Liberal Party,10089
Zambales,Masinloc,Councilor,"Sison, Sorayda Edodollon",Soring,Sulong Zambales Party,9977
Zambales,Masinloc,Councilor,"Dimaculangan, Norman Martinez",Boyet,Independent,9095
Zambales,Masinloc,Councilor,"Estella, Rolex Eala",Lex,Sulong Zambales Party,7616
Zambales,Masinloc,Councilor,"Asuncion, Diosdado Jr. Eda",Jun,Independent,7307
Zambales,Masinloc,Councilor,"Mayola, Nelson Elbancol",Nels,Independent,7116
Zambales,Olongapo City,City Mayor,"Paulino, Rolen Calixto",Rolen,Nationalist People's Coalition/Sulong Zambales Party,40664
Zambales,Olongapo City,City Vice-Mayor,"Cerezo, Rodel Sevilla",Rodel,BBAYAN,30043
Zambales,Olongapo City,Councilor,"Marzan-Estrella, Eyrma Yvette Daduya",Tet,BBAYAN,48146
Zambales,Olongapo City,Councilor,"Piano, Eduardo Jadulco",Ed,BBAYAN,42443
Zambales,Olongapo City,Councilor,"Cortez, Aquilino Jr. Yorac",Jong Cortez,Independent,42238
Zambales,Olongapo City,Councilor,"Guerrero, Eduardo Guerrero",Ed,BBAYAN,42072
Zambales,Olongapo City,Councilor,"Cajudo, Benjamin Ii Gregorio",Bj,BBAYAN,39846
Zambales,Olongapo City,Councilor,"Dabu, Elena Calma",Ellen,BBAYAN,39654
Zambales,Olongapo City,Councilor,"Atienza, Noel Yabut",Noel,NP/Sulong Zambales Party,38816
Zambales,Olongapo City,Councilor,"Ortiz, Alreuela Bundang",Winnie,BBAYAN,38393
Zambales,Olongapo City,Councilor,"Elane, Edna Alviz",Edna,BBAYAN,30894
Zambales,Olongapo City,Councilor,"Bacay, Emerito Linus Dolatre",Linus,Liberal Party/Sulong Zambales Party,27750
Zambales,Palauig,Mayor,"Amog, Generoso Fallorina",Gene,Sulong Zambales Party,8976
Zambales,Palauig,Vice-Mayor,"Amita, Joel Esmane",Joel,Liberal Party,8766
Zambales,Palauig,Councilor,"Alba, Eric Santos",Eric,Independent,8268
Zambales,Palauig,Councilor,"Sevilla, Fred Mendoza",Fred,Liberal Party,7419
Zambales,Palauig,Councilor,"Anaud, Bryan Altares",Bry,Independent,7282
Zambales,Palauig,Councilor,"Egalla, Frederick Castillo",Derek,Sulong Zambales Party,7127
Zambales,Palauig,Councilor,"Catolico, Ferdinand Tisbe",Ferdz,Sulong Zambales Party,6901
Zambales,Palauig,Councilor,"Aranda, James Ara",Dong Dong,Independent,6476
Zambales,Palauig,Councilor,"Paradeza, Dan Ancheta",Dan,Sulong Zambales Party,6334
Zambales,Palauig,Councilor,"Docuyanan, Mario Fortin",Mar,Independent,5692
Zambales,San Antonio,Mayor,"Antipolo, Estela Deloso",Antipolo,Liberal Party,5178
Zambales,San Antonio,Vice-Mayor,"Ragadio, Lugil Sahagun",Lugil,Independent,9150
Zambales,San Antonio,Councilor,"Gonzales, Cesmundo Saludo",Just,Independent,6364
Zambales,San Antonio,Councilor,"Cantil, Norman Manglicmot",Zuma,Liberal Party,5590
Zambales,San Antonio,Councilor,"Evangelista, Lester Estrella",Estong,United Nationalist Alliance,4578
Zambales,San Antonio,Councilor,"Arlantico, Jovy Aliven",Sec Jovy,Sulong Zambales Party,4297
Zambales,San Antonio,Councilor,"Evangelista, Cristy Demana",Cris,United Nationalist Alliance,4219
Zambales,San Antonio,Councilor,"Garcia, Odon Arlantico",Odse,United Nationalist Alliance,4147
Zambales,San Antonio,Councilor,"Fabros, Nilfredo Quinsay",Boyet,United Nationalist Alliance,3799
Zambales,San Antonio,Councilor,"Rizado, Jose Antonio",Lolo,United Nationalist Alliance,3597
Zambales,San Felipe,Mayor,"Fari, Carolyn Senador",Carol,Sulong Zambales Party,5121
Zambales,San Felipe,Vice-Mayor,"Torres, Robert Reyes",Bhert,Liberal Party,3538
Zambales,San Felipe,Councilor,"Farrales, Leo John Mangosing",Leo,Sulong Zambales Party,5466
Zambales,San Felipe,Councilor,"Corpus, Lynn Marie Sahagun",Lynn,Sulong Zambales Party,5014
Zambales,San Felipe,Councilor,"Quiba, Mary Ann Rosete",Mary Ann,Sulong Zambales Party,4695
Zambales,San Felipe,Councilor,"Ablian, Ramil Tadeo",Brother,Sulong Zambales Party,4519
Zambales,San Felipe,Councilor,"Fortin, Bonifacio Aguilo",Bonie,Sulong Zambales Party,4144
Zambales,San Felipe,Councilor,"Abiva, Manuel Dalo",Manny,Sulong Zambales Party,3824
Zambales,San Felipe,Councilor,"Corpuz, Honofre Flores",Nofre,Liberal Party,3792
Zambales,San Felipe,Councilor,"Famuleras, Ferdinand Aguimatang",Ferdie,Sulong Zambales Party,3553
Zambales,San Marcelino,Mayor,"Rodriguez, Jose Fabelinia",Joker,Sulong Zambales Party,11262
Zambales,San Marcelino,Vice-Mayor,"Soria, Elvis Ragadio",,Sulong Zambales Party,10116
Zambales,San Marcelino,Councilor,"Dalupang, Geraldo Damaso",Gerry,Liberal Party,7245
Zambales,San Marcelino,Councilor,"Canlas, Irene Domingo",Babeth,Sulong Zambales Party,6737
Zambales,San Marcelino,Councilor,"FabUnited Nationalist Alliancen, Daniel Lavadia",Jersey,Sulong Zambales Party,6640
Zambales,San Marcelino,Councilor,"Manangan, George Hipolito",George,Sulong Zambales Party,6327
Zambales,San Marcelino,Councilor,"Abelon, Apolinario Alcasid",Pollie Abelon,Independent,5997
Zambales,San Marcelino,Councilor,"Ilao, Lorna Udan",Ilaw,Independent,5907
Zambales,San Marcelino,Councilor,"Rodriguez, Cecilia Fabelinia",Ching,Sulong Zambales Party,5736
Zambales,San Marcelino,Councilor,"Ravelo, Marlon Omar Cachola",Omar,Sulong Zambales Party,5040
Zambales,San Narciso,Mayor,"Lim, Peter Tiu",Peter,Sulong Zambales Party,5535
Zambales,San Narciso,Vice-Mayor,"Rayman, Elizabeth Pampo",Beth,Sulong Zambales Party,6168
Zambales,San Narciso,Councilor,"Maybituin, Menandro Malong",Bituin,Sulong Zambales Party,6254
Zambales,San Narciso,Councilor,"Abinsay, Ferdinand Vento",Dhong,Sulong Zambales Party,6070
Zambales,San Narciso,Councilor,"Ligsay, Lendyl Labrador",,Sulong Zambales Party,5077
Zambales,San Narciso,Councilor,"Cabiles, Ronald RegUnited Nationalist Alliancey",Ronnie,Liberal Party,4753
Zambales,San Narciso,Councilor,"Paz, Bienvenido Jr. Villegas",Totoy,Liberal Party,4057
Zambales,San Narciso,Councilor,"Fabile, Eugene Arce",Gene,Sulong Zambales Party,4047
Zambales,San Narciso,Councilor,"Torres, Ador Fullecido",Ador,Sulong Zambales Party,3893
Zambales,San Narciso,Councilor,"Alvarado, Dan Obispo",Dan,Liberal Party,3429
Zambales,Santa Cruz,Mayor,"Marty, Consolacion Montevirgen",Connie,Sulong Zambales Party,12952
Zambales,Santa Cruz,Vice-Mayor,"Maniago, Miguel Jr. Misoles",Boy,Sulong Zambales Party,17029
Zambales,Santa Cruz,Councilor,"Matibag, Ma. Veronica Gimenez",Veron,Sulong Zambales Party,11415
Zambales,Santa Cruz,Councilor,"Misola, Kristan Rommel Villanos",Kristan,Sulong Zambales Party,10308
Zambales,Santa Cruz,Councilor,"Mayor, Zenaida Marquez",Zeny,Liberal Party,9974
Zambales,Santa Cruz,Councilor,"Bejasa, Roberto Minas",Boy,Sulong Zambales Party,9638
Zambales,Santa Cruz,Councilor,"Misa, Melvin Mundo",Melvin,Independent,9061
Zambales,Santa Cruz,Councilor,"Mercurio, Rolando Murcia",Olan Mercurio,Sulong Zambales Party,8982
Zambales,Santa Cruz,Councilor,"Amog, Rogelio Lizada",Rolly,Sulong Zambales Party,8285
Zambales,Santa Cruz,Councilor,"Merced, Danilo Milanio",Danny,Sulong Zambales Party,7892
Zambales,Subic,Mayor,"Khonghun, Jefferson Ferrer",Jay,Sulong Zambales Party,32970
Zambales,Subic,Vice-Mayor,"Simbol, Lauro Baluyot",Boy,Liberal Party,17981
Zambales,Subic,Councilor,"Felarca, Wilfredo Jr. Dela Cruz",John-John,Sulong Zambales Party,19729
Zambales,Subic,Councilor,"Rocafor, Elizalde Garcia",Zaldy,Sulong Zambales Party,19491
Zambales,Subic,Councilor,"Dela Cruz, Reynaldo Santos",Rey,Sulong Zambales Party,17615
Zambales,Subic,Councilor,"Ampunin, Rolando Ednalino",Boying,Sulong Zambales Party,16956
Zambales,Subic,Councilor,"Sarmiento, Ruel Pichay",Alas,Sulong Zambales Party,16524
Zambales,Subic,Councilor,"Lacbain, Orlando Jr. Groesbeck",Jr,Independent,16518
Zambales,Subic,Councilor,"Delgado, Roberto Bascara",Bobby,Sulong Zambales Party,16133
Zambales,Subic,Councilor,"Lazaro, Leoncio Puzon",Boy,Sulong Zambales Party,15576
Batangas,Agoncillo,Mayor,"Reyes, Daniel De Leos",Dan,Liberal Party,10141
Batangas,Agoncillo,Vice-Mayor,"Encarnacion, Domingo Cabello",Domeng,Liberal Party,9435
Batangas,Agoncillo,Councilor,"Caringal, Edgar Capuno",Bossing,Liberal Party,8932
Batangas,Agoncillo,Councilor,"Enriquez, Leonarda Aquino",Nady,United Nationalist Alliance,8447
Batangas,Agoncillo,Councilor,"Fajardo-Roque, Rosemelyn Roldan",Mylene,Liberal Party,8427
Batangas,Agoncillo,Councilor,"Reyes, Alberto De Sagun",Abet,United Nationalist Alliance,8290
Batangas,Agoncillo,Councilor,"Martinez, May Lacap",May Lacap,United Nationalist Alliance,8249
Batangas,Agoncillo,Councilor,"Mendoza, Aaron Ray Bathan",Aron,Liberal Party,7953
Batangas,Agoncillo,Councilor,"Balba, Nolasco Canobas",Nonie,Liberal Party,7946
Batangas,Agoncillo,Councilor,"Hernandez, Constantino De Villa",Tony,United Nationalist Alliance,7742
Batangas,Alitagtag,Mayor,"Andal, Anthony Francis Gainza",Tonton,Liberal Party,5810
Batangas,Alitagtag,Vice-Mayor,"Marasigan, Donald Punzalan",Donald,Nationalist People's Coalition,6610
Batangas,Alitagtag,Councilor,"Ponggos, Edilberto Gutierrez",Dingdong,Liberal Party,6073
Batangas,Alitagtag,Councilor,"Abrigo, Manuel Esguerra",Maweeh,Independent,6044
Batangas,Alitagtag,Councilor,"Ilagan, Ruben Ceferino Ilao",Ruben,Liberal Party,5457
Batangas,Alitagtag,Councilor,"Borromeo, Geraldine Magpantay",Janeth,Liberal Party,5443
Batangas,Alitagtag,Councilor,"Dimaculangan, Erwin Giron",Erwin,Nationalist People's Coalition,4929
Batangas,Alitagtag,Councilor,"Adajar, Floro Garces",Floro,Nationalist People's Coalition,4304
Batangas,Alitagtag,Councilor,"Ilagan, Dionisio Lavi",Diony,Nationalist People's Coalition,4088
Batangas,Alitagtag,Councilor,"Reyes, Bernardo Jr. Castillo",Bobby,Nationalist People's Coalition,4036
Batangas,Balayan,Mayor,"Fronda, Emmanuel Salvador Orfano",Manny,Lakas-Christian Muslim Democratics,17037
Batangas,Balayan,Vice-Mayor,"Arada, Joel Tanglao",Joel,Independent,15542
Batangas,Balayan,Councilor,"Macalindong, Rodel Lacsamana",Rodel,Lakas-Christian Muslim Democratics,20680
Batangas,Balayan,Councilor,"Fronda, Emmanuel Salvador Ii Pamintuan",Jr,Lakas-Christian Muslim Democratics,19169
Batangas,Balayan,Councilor,"Castelo, Romel Ii Maningat",Meldos,Lakas-Christian Muslim Democratics,18613
Batangas,Balayan,Councilor,"Andal, Jasmin O",Jhaz,Lakas-Christian Muslim Democratics,18383
Batangas,Balayan,Councilor,"Esperon, Cristeta Caraig",Christy,Lakas-Christian Muslim Democratics,16955
Batangas,Balayan,Councilor,"Pamintuan, Danilo Sta. Ana",Nilo,Lakas-Christian Muslim Democratics,16573
Batangas,Balayan,Councilor,"Abiad, Rita Dela Cruz",Rita,Independent,15771
Batangas,Balayan,Councilor,"Ramos, Francisco Santos",Cocoy,Liberal Party,13725
Batangas,Balete,Mayor,"Hidalgo, Leovino Ojales",Joven,Liberal Party,6351
Batangas,Balete,Vice-Mayor,"Maralit, Wilson Villapando",Bokal,Liberal Party,6306
Batangas,Balete,Councilor,"Roxas, Roger Solomon",Roger,Liberal Party,5615
Batangas,Balete,Councilor,"Garcia, Graciano Katigbak",Grecy,Independent,5573
Batangas,Balete,Councilor,"Payo, Alvin Tapia",Alvin,Liberal Party,4964
Batangas,Balete,Councilor,"Encallado, Rodante Maralit",Dante,Liberal Party,4772
Batangas,Balete,Councilor,"De Ocampo, Jose Ruel Roxas",Ruel,Liberal Party,4744
Batangas,Balete,Councilor,"Las, Ludino Diokno",Leody,Liberal Party,4540
Batangas,Balete,Councilor,"Maya, Gilberto Magpantay",Ebet,Independent,4383
Batangas,Balete,Councilor,"Maralit, Loreto Jimenez",Itok,Liberal Party,4174
Batangas,Batangas City,City Mayor,"Dimacuha, Eduardo Berberabe",Eddie,Nationalist People's Coalition,91937
Batangas,Batangas City,City Vice-Mayor,"Berberabe, Emilio Francisco Jr. Acosta",Doc Jun,United Nationalist Alliance,75318
Batangas,Batangas City,Councilor,"Aldover, Glenn Montalbo",Okidoc,Nationalist People's Coalition,72811
Batangas,Batangas City,Councilor,"Ambida, Maria Claudette Uson",Claudette,Nationalist People's Coalition,71242
Batangas,Batangas City,Councilor,"Blanco, Hamilton Guinhawa",Hamil,Liberal Party,59743
Batangas,Batangas City,Councilor,"Montalbo, Aileen Grace Arriola",Aileen,Nationalist People's Coalition,57041
Batangas,Batangas City,Councilor,"Atienza, Sergie Rex Montales",Serge,Nationalist People's Coalition,56132
Batangas,Batangas City,Councilor,"Lazarte, Armando Chavez",Mando,Nationalist People's Coalition,54117
Batangas,Batangas City,Councilor,"Cruz, Alyssa Renee Abaya",Alyssa,Nationalist People's Coalition,52619
Batangas,Batangas City,Councilor,"Dela Roca, Gerardo Arellano",Gerry,Nationalist People's Coalition,52362
Batangas,Batangas City,Councilor,"Balmes, Maria Kristine Josefina Gonda",Kristine,Liberal Party,50887
Batangas,Batangas City,Councilor,"Villena, Julian Bobadilla",Julie,Nationalist People's Coalition,49559
Batangas,Bauan,Mayor,"Dolor, Ryanh Ma",Ian,Liberal Party,18808
Batangas,Bauan,Vice-Mayor,"Casapao, Julian Casapao",Bojie,Liberal Party,17530
Batangas,Bauan,Councilor,"Basilan, Romel Brual",Romel,Independent,18199
Batangas,Bauan,Councilor,"Talag, Ava Beatrice Jackqueline Castillo",Ava,Liberal Party,18180
Batangas,Bauan,Councilor,"Bacal, Presnedy Noche",Presnet,Liberal Party,16795
Batangas,Bauan,Councilor,"Gimeno, Kelvin Rex Dalangin",Kelvin,Liberal Party,16543
Batangas,Bauan,Councilor,"Cruzat, Ronald Evangelista",Ronald,Liberal Party,16214
Batangas,Bauan,Councilor,"Abrahan, William Castillo",William,Liberal Party,16062
Batangas,Bauan,Councilor,"Dalangin, Yanille Aclan",Yanille,Nationalista Party,15906
Batangas,Bauan,Councilor,"Dolor, Herminio Ma",Hero,Liberal Party,15587
Batangas,Calaca,Mayor,"Ona, Sofronio Manuel Calanog",Boogle,Lakas-Christian Muslim Democratics,19013
Batangas,Calaca,Vice-Mayor,"Macalindong, Renante Lopez",Rante,Lakas-Christian Muslim Democratics,16153
Batangas,Calaca,Councilor,"Ontangco, Deovic Marcial",Deo,Lakas-Christian Muslim Democratics,19956
Batangas,Calaca,Councilor,"Alcazar, Emilyn Delos Reyes",Mylene,Lakas-Christian Muslim Democratics,17180
Batangas,Calaca,Councilor,"Sale, Robenson Matalog",Beson,Lakas-Christian Muslim Democratics,16613
Batangas,Calaca,Councilor,"Pastoral, Rexner Jown Vidal",Rj,Lakas-Christian Muslim Democratics,14798
Batangas,Calaca,Councilor,"Vidal, Ma. Vicenta Luistro",Vhez,Lakas-Christian Muslim Democratics,14580
Batangas,Calaca,Councilor,"Opelanio, Divina Asuncion",Divine,Lakas-Christian Muslim Democratics,14478
Batangas,Calaca,Councilor,"Katigbak, Jerry Raphael Inumerable",Pipo,National Unity PArty,14007
