province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Negros Occidental,Candoni,Councilor,"Diego, Aldrin Rosello",Bobot,Independent,3158
Negros Occidental,Cauayan,Mayor,"Tabujara, John Rey Dadivas",John,Nationalist People's Coalition,24464
Negros Occidental,Cauayan,Vice-Mayor,"Tabujara, Jerry Mamigo",Jer,Nationalist People's Coalition,17617
Negros Occidental,Cauayan,Councilor,"Soriano, Anna Liza Tabujara",Jing,Nationalist People's Coalition,13506
Negros Occidental,Cauayan,Councilor,"Mombay, Romulo Magada",Mulo,Nationalist People's Coalition,12888
Negros Occidental,Cauayan,Councilor,"Ca, Virte Abad",Virtz,Nationalist People's Coalition,12516
Negros Occidental,Cauayan,Councilor,"Tortosa, Wilfredo Abellana",Willy,Nationalist People's Coalition,11672
Negros Occidental,Cauayan,Councilor,"Moncatar, Romulo Lirazan",Nene,Nationalist People's Coalition,11367
Negros Occidental,Cauayan,Councilor,"Gregas, Henry Selga",Boy,Nationalist People's Coalition,11325
Negros Occidental,Cauayan,Councilor,"Samillano, Norman Saril",Man,Independent,11283
Negros Occidental,Cauayan,Councilor,"Balinas, Fulgen Fedeles Quizan",Fulgen,UNegA,8974
Negros Occidental,Enrique B. Magalona Sara,Mayor,"Lacson, David Albert Rubin",David,Nationalist People's Coalition/UNegA,18097
Negros Occidental,Enrique B. Magalona Sara,Vice-Mayor,"Depasucat, Reynaldo Jr. Soledad",Rex,Nationalist People's Coalition/UNegA,14516
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Acaling, Robert Fermin",Rob,Nationalist People's Coalition/UNegA,15605
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Depasucat, Hope Marey Buna",Bambi,Liberal Party/UNegA,14811
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Matulac, Eric Dequi",Ric,Nationalist People's Coalition/UNegA,12261
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Escala, Joemarie Lorio",Nonong,Liberal Party/UNegA,10330
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Parcon, Arnulfo Yocson",Arnold,Nationalist People's Coalition/UNegA,10253
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Clemente, Jose Luis Antonio Divinagracia",Luigi,Nationalist People's Coalition/UNegA,9232
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Malacon, Hilario Morante",Larry,Liberal Party/UNegA,9170
Negros Occidental,Enrique B. Magalona Sara,Councilor,"Jimenez, Gerard Ni Lacson",Gino,Liberal Party/UNegA,8423
Negros Occidental,Escalante City,City Mayor,"Yap, Melecio Jr. Jabian",Beboy,Nationalist People's Coalition,25239
Negros Occidental,Escalante City,City Vice-Mayor,"Maravillas, Santiago Dela Rita",Atty. Maravillas,Liberal Party,22229
Negros Occidental,Escalante City,Councilor,"Escala, Erson Duron",Sonny,Nationalist People's Coalition,18273
Negros Occidental,Escalante City,Councilor,"Zamora, Ned Naraja",Tata,Nationalist People's Coalition,17841
Negros Occidental,Escalante City,Councilor,"Abong-Pastor, Virgie Jarina",Jing,Liberal Party,17421
Negros Occidental,Escalante City,Councilor,"Encarguez, Angelina Tan",Nening,Nationalist People's Coalition,16879
Negros Occidental,Escalante City,Councilor,"Torres, Romeo Jr. Bojos",Jun Jun,Liberal Party,16820
Negros Occidental,Escalante City,Councilor,"Crisme, Gilda Flor",Gilda,Nationalist People's Coalition,16642
Negros Occidental,Escalante City,Councilor,"Villalon, Eddie Pabuaya",Bebot,Liberal Party,16382
Negros Occidental,Escalante City,Councilor,"Gabriel, Johnny Alfon",Jojo,Nationalist People's Coalition,15978
Negros Occidental,Escalante City,Councilor,"Ampil, George Martin Jr. Maravilla",Geomar,Liberal Party,14393
Negros Occidental,Escalante City,Councilor,"Francisco, Alfonso Jr. Amante",Toto,Nationalist People's Coalition,13206
Negros Occidental,Himamaylan City,City Mayor,"Bascon, Agustin Ernesto Gatuslao",Tinto,Nationalist People's Coalition,24427
Negros Occidental,Himamaylan City,City Vice Mayor,"Bascon, Carminia Gatuslao",Mencit,Nationalist People's Coalition,26956
Negros Occidental,Himamaylan City,Councilor,"Badajos, Larry Camaso",Larry,Nationalist People's Coalition,18497
Negros Occidental,Himamaylan City,Councilor,"Genova, Ricky Tamson",Ricky,Nationalist People's Coalition,18047
Negros Occidental,Himamaylan City,Councilor,"Castro, Emmanuel Valdeviezo",Emman,Nationalist People's Coalition,17089
Negros Occidental,Himamaylan City,Councilor,"Faduga, Mary Jane Higgins",Jane Higgins,Nationalist People's Coalition,16746
Negros Occidental,Himamaylan City,Councilor,"Vasquez, Julie Ann Torrillo",Julie Ann,Liberal Party,15721
Negros Occidental,Himamaylan City,Councilor,"Gatuslao, Hernan Emmanuel Vista",Julian,Nationalist People's Coalition,15372
Negros Occidental,Himamaylan City,Councilor,"Saguban, Alfredo Gallenero",Nene,Nationalist People's Coalition,15166
Negros Occidental,Himamaylan City,Councilor,"Sian, Harry Cuevas",Harry,Nationalist People's Coalition,14802
Negros Occidental,Himamaylan City,Councilor,"Tongson, Aly Jr. Bayle",Jun-Jun,Nationalist People's Coalition,14656
Negros Occidental,Himamaylan City,Councilor,"Javelosa, Mario Bernardo Villaruz",Nonoy,Liberal Party,14315
Negros Occidental,Hinigaran,Mayor,"Aguilar, Hermilo Lagtapon",Nonoy,UNegA,18745
Negros Occidental,Hinigaran,Vice-Mayor,"Gabrido, Teresita Guanzon",Terry,Nationalist People's Coalition,16780
Negros Occidental,Hinigaran,Councilor,"Uychocde, Walter Breta",Walter,Nationalist People's Coalition,16188
Negros Occidental,Hinigaran,Councilor,"Aguilar, Ernesto Adrian Bernadas",Janjan,Liberal Party,13933
Negros Occidental,Hinigaran,Councilor,"Lopez, Allain Joy Mesicula",Don-Don,UNegA,13777
Negros Occidental,Hinigaran,Councilor,"Lagtapon, Mary Jean Mocon",Jean,Liberal Party,13311
Negros Occidental,Hinigaran,Councilor,"Gasapo, Elmer De Asis",Mer,UNegA,13287
Negros Occidental,Hinigaran,Councilor,"Gayares, Ralph Damaso",Jet,Nationalist People's Coalition,13114
Negros Occidental,Hinigaran,Councilor,"Pandan, Dag Belleza",Atorni,Nationalist People's Coalition,11136
Negros Occidental,Hinigaran,Councilor,"Lagtapon, Nazareno Aling",Cocoy,Liberal Party,10737
Negros Occidental,Hinoba-An Asia,Mayor,"Estrao, Ernesto Alquiza",Erning,UNegA,9664
Negros Occidental,Hinoba-An Asia,Vice-Mayor,"Cubid, Mary Jane Tupas",Jane,Liberal Party,10485
Negros Occidental,Hinoba-An Asia,Councilor,"Encoy, Jefre Lazalita",Jeff,UNegA,8025
Negros Occidental,Hinoba-An Asia,Councilor,"Vidaurrazaga, Noah Vasquez",Totong,UNegA,7083
Negros Occidental,Hinoba-An Asia,Councilor,"Ramos, Francisco Giganan",Pakit,Nationalist People's Coalition,6416
Negros Occidental,Hinoba-An Asia,Councilor,"Malayo, Edgardo Flores",Edgar,Nationalist People's Coalition,6188
Negros Occidental,Hinoba-An Asia,Councilor,"Evangelista, Lorlan Pacheco",Lanlan,Nationalist People's Coalition,5994
Negros Occidental,Hinoba-An Asia,Councilor,"Magbanua, Ellu Earl Tomado",Toto Earl,Nationalist People's Coalition,5950
Negros Occidental,Hinoba-An Asia,Councilor,"Reliquias, Juan Iii Docto",Johnny,Nationalist People's Coalition,5587
Negros Occidental,Hinoba-An Asia,Councilor,"Abilla, Danilo Cule",Danny,Nationalist People's Coalition,5532
Negros Occidental,Ilog,Mayor,"Alvarez, Genaro Rafael Kho",Gr,Nationalist People's Coalition,14404
Negros Occidental,Ilog,Vice-Mayor,"Alvarez, John Paul Kho",Paul,Nationalist People's Coalition,14234
Negros Occidental,Ilog,Councilor,"Cabral, Anthony Escarilla",Ton,Nationalist People's Coalition,11947
Negros Occidental,Ilog,Councilor,"Trimucha, Leo Samodio",Leo,Nationalist People's Coalition,10114
Negros Occidental,Ilog,Councilor,"Balladares, Arlo Ray Arbolario",Arlo,Nationalist People's Coalition,10049
Negros Occidental,Ilog,Councilor,"Bandolos, Rene Quizan",Rene,Nationalist People's Coalition,9654
Negros Occidental,Ilog,Councilor,"Cordova, Rey Granzo",Rey,Independent,9117
Negros Occidental,Ilog,Councilor,"Casta, Kim De Leon",Kim,Nationalist People's Coalition,8983
Negros Occidental,Ilog,Councilor,"Valdesis, Alvaro Paglomutan",Oting,Nationalist People's Coalition,8542
Negros Occidental,Ilog,Councilor,"Tagamolila, Cesar De La Cruz",Cesar,Nationalist People's Coalition,8180
Negros Occidental,Isabela,Mayor,"Alvarez, Genaro Rafael Kho",Gr,Nationalist People's Coalition,14404
Negros Occidental,Isabela,Vice-Mayor,"Alvarez, John Paul Kho",Paul,Nationalist People's Coalition,14234
Negros Occidental,Isabela,Councilor,"Cabral, Anthony Escarilla",Ton,Nationalist People's Coalition,11947
Negros Occidental,Isabela,Councilor,"Trimucha, Leo Samodio",Leo,Nationalist People's Coalition,10114
Negros Occidental,Isabela,Councilor,"Balladares, Arlo Ray Arbolario",Arlo,Nationalist People's Coalition,10049
Negros Occidental,Isabela,Councilor,"Bandolos, Rene Quizan",Rene,Nationalist People's Coalition,9654
Negros Occidental,Isabela,Councilor,"Cordova, Rey Granzo",Rey,Independent,9117
Negros Occidental,Isabela,Councilor,"Casta, Kim De Leon",Kim,Nationalist People's Coalition,8983
Negros Occidental,Isabela,Councilor,"Valdesis, Alvaro Paglomutan",Oting,Nationalist People's Coalition,8542
Negros Occidental,Isabela,Councilor,"Tagamolila, Cesar De La Cruz",Cesar,Nationalist People's Coalition,8180
Negros Occidental,Kabankalan City,City Mayor,"Zayco, Isidro Perez",Elpidio,Nationalist People's Coalition,52359
Negros Occidental,Kabankalan City,City Vice-Mayor,"Anacan, Delia Ordoyo",Delia,Nationalist People's Coalition,48373
Negros Occidental,Kabankalan City,Councilor,"Largado, Jeorge Medez",Munoy,Nationalist People's Coalition,39052
Negros Occidental,Kabankalan City,Councilor,"Tubola, Jeffrey Tagudando",Jeff,Nationalist People's Coalition,37774
Negros Occidental,Kabankalan City,Councilor,"Mangao, Adolfo Sr. Tarog",Dolfo,Nationalist People's Coalition,36569
Negros Occidental,Kabankalan City,Councilor,"Rivera, Raul Cordova",Primo,Nationalist People's Coalition,36230
Negros Occidental,Kabankalan City,Councilor,"Cagape, Joan Daclan",Daclan,Nationalist People's Coalition,35287
Negros Occidental,Kabankalan City,Councilor,"Dumaguete, Jose Makilan",Joe,Nationalist People's Coalition,34060
Negros Occidental,Kabankalan City,Councilor,"Cadigal, Rodrigo Pandacan",Digoy,Nationalist People's Coalition,33629
Negros Occidental,Kabankalan City,Councilor,"Nacional, Jose Severino Jr. Guino-O",Boy,Nationalist People's Coalition,30688
Negros Occidental,Kabankalan City,Councilor,"Cordova, Ramon Limsiaco",Monching,Independent,29244
Negros Occidental,Kabankalan City,Councilor,"Villaluz, Anecito Jr. Diputado",Doc,Nationalist People's Coalition,28333
Negros Occidental,La Carlota City,City Mayor,"Zayco, Isidro Perez",Elpidio,Nationalist People's Coalition,52359
Negros Occidental,La Carlota City,City Vice-MAyor,"Anacan, Delia Ordoyo",Delia,Nationalist People's Coalition,48373
Negros Occidental,La Carlota City,Councilor,"Largado, Jeorge Medez",Munoy,Nationalist People's Coalition,39052
Negros Occidental,La Carlota City,Councilor,"Tubola, Jeffrey Tagudando",Jeff,Nationalist People's Coalition,37774
Negros Occidental,La Carlota City,Councilor,"Mangao, Adolfo Sr. Tarog",Dolfo,Nationalist People's Coalition,36569
Negros Occidental,La Carlota City,Councilor,"Rivera, Raul Cordova",Primo,Nationalist People's Coalition,36230
Negros Occidental,La Carlota City,Councilor,"Cagape, Joan Daclan",Daclan,Nationalist People's Coalition,35287
Negros Occidental,La Carlota City,Councilor,"Dumaguete, Jose Makilan",Joe,Nationalist People's Coalition,34060
Negros Occidental,La Carlota City,Councilor,"Cadigal, Rodrigo Pandacan",Digoy,Nationalist People's Coalition,33629
Negros Occidental,La Carlota City,Councilor,"Nacional, Jose Severino Jr. Guino-O",Boy,Nationalist People's Coalition,30688
Negros Occidental,La Carlota City,Councilor,"Cordova, Ramon Limsiaco",Monching,Independent,29244
Negros Occidental,La Carlota City,Councilor,"Villaluz, Anecito Jr. Diputado",Doc,Nationalist People's Coalition,28333
Negros Occidental,LA Castellana,Mayor,"Nicor, Alberto Jr. Aguilar",Bordig,UNegA,14019
Negros Occidental,LA Castellana,Vice-Mayor,"Feria, Felix Iv Laconico",Chad,Nationalist People's Coalition,14144
Negros Occidental,LA Castellana,Councilor,"Arroz, Guillermo Garcia",Pastor Guillermo Arroz,Nationalist People's Coalition,12943
Negros Occidental,LA Castellana,Councilor,"Ligason, Mary Eden Ortizo",Eden,Liberal Party,12039
Negros Occidental,LA Castellana,Councilor,"Vera, Manuel Garcia",Nene,Liberal Party,11928
Negros Occidental,LA Castellana,Councilor,"Tan, Felipe Jr. Dolino",Doc,Nationalist People's Coalition,11587
Negros Occidental,LA Castellana,Councilor,"Vera, Cristina Chuanico",Tinay,Liberal Party,11433
Negros Occidental,LA Castellana,Councilor,"Lachica, Antonio Entana",Sir Tony,Nationalist People's Coalition,11363
Negros Occidental,LA Castellana,Councilor,"Elumba, Felipe Felix Martin Posadas",Bboy,Nationalist People's Coalition,11298
Negros Occidental,LA Castellana,Councilor,"Atadora, Armando Geogangco",Aprik,Nationalist People's Coalition,10887
Negros Occidental,Manapla,Mayor,"Escalante, Lourdes Socorro Locsin",Uding,Liberal Party/UNegA,13055
Negros Occidental,Manapla,Vice-Mayor,"Pagayonan, Edgar Baltazar",Raray,Liberal Party/UNegA,14475
Negros Occidental,Manapla,Councilor,"Robles, Felix Jo",Boy,Liberal Party/UNegA,13149
Negros Occidental,Manapla,Councilor,"Escalante, Marcos Bruno Ramon Locsin",Marcos,Liberal Party/UNegA,11123
Negros Occidental,Manapla,Councilor,"Aguilar, Carina Denise Hinlo",Ni,Nationalista Party/UNegA,11105
Negros Occidental,Manapla,Councilor,"Abanales, Ramonito Gomez",Tambok,Nationalista Party/UNegA,10313
Negros Occidental,Manapla,Councilor,"Plagata, Roy Jolorte",Bing,Nationalist People's Coalition,10145
Negros Occidental,Manapla,Councilor,"Barrido, Bobby Sr. Prudente",Bob,Liberal Party/UNegA,8916
Negros Occidental,Manapla,Councilor,"Publico, Aurolanito Aranda",Sobie,Nationalist People's Coalition,8755
Negros Occidental,Manapla,Councilor,"Legada, Richie Aquino",Ric,Liberal Party/UNegA,7946
Negros Occidental,Moises Padilla Magallon,Mayor,"Yulo, Ella Celestina Garcia",Ella,Nationalist People's Coalition,9780
Negros Occidental,Moises Padilla Magallon,Vice-Mayor,"Presquito, Edwin Pacheco",Edwin,Nationalist People's Coalition,8584
Negros Occidental,Moises Padilla Magallon,Councilor,"Garcia, Jose Antonio Lizares",Michael,Nationalist People's Coalition,8814
Negros Occidental,Moises Padilla Magallon,Councilor,"Hilario, Jolomar Ba",Jolo,Nationalist People's Coalition,7925
Negros Occidental,Moises Padilla Magallon,Councilor,"Tan, Antonio Marvin Delmindo",Marvin,Nationalist People's Coalition,7868
Negros Occidental,Moises Padilla Magallon,Councilor,"Fajardo, Romulo Embodo",Mulo,Liberal Party/UNegA,7593
Negros Occidental,Moises Padilla Magallon,Councilor,"Caminade, Roger Juanites",Bungad,Liberal Party/UNegA,7297
Negros Occidental,Moises Padilla Magallon,Councilor,"Villaflor, Adrian Salibio",Ian,Liberal Party/UNegA,7095
Negros Occidental,Moises Padilla Magallon,Councilor,"Lozada, Edgardo Leconia",Edgar,Nationalist People's Coalition,6897
Negros Occidental,Moises Padilla Magallon,Councilor,"Estacion, Eldon Ganza",Eldon,Nationalist People's Coalition,6896
Negros Occidental,Murcia,Mayor,"Montelibano, Andrew Lacson",Andrew,Nationalist People's Coalition,18588
Negros Occidental,Murcia,Vice-Mayor,"Rojas, Victor Gerardo Montilla",Gerry,Nationalist People's Coalition,18652
Negros Occidental,Murcia,Councilor,"Reosura, Johnny Pagunsan",John,Nationalist People's Coalition,16008
Negros Occidental,Murcia,Councilor,"Villarosa, Ruel Reyes",Ruel,Nationalist People's Coalition,15199
Negros Occidental,Murcia,Councilor,"Olimpo, Adrian Sr. Lopez",Ader,Nationalist People's Coalition,15117
Negros Occidental,Murcia,Councilor,"Santiago, Joselino Jr. Garagara",Ajun,Liberal Party,14703
Negros Occidental,Murcia,Councilor,"Gela, Sheila Rodrigazo",Sheila,Nationalist People's Coalition,13013
Negros Occidental,Murcia,Councilor,"De Los Reyes, Norberto Morin",Norbing,Nationalist People's Coalition,12965
Negros Occidental,Murcia,Councilor,"Constantino, Nicanor Salon",Nick,Nationalist People's Coalition,12753
Negros Occidental,Murcia,Councilor,"Magbanua, Belen Escalona",Belen,UNegA,11491
Negros Occidental,Pontevedra,Mayor,"Alonso, Jose Maria Alvarez",Joemar,Nationalist People's Coalition/UNegA,13672
Negros Occidental,Pontevedra,Vice-Mayor,"Parroco, Larry Malibong",Larry,UNA,10905
Negros Occidental,Pontevedra,Councilor,"Matti, Ma. Silveria Gilbor",Bing,UNegA,11139
Negros Occidental,Pontevedra,Councilor,"Gavan, Jimmy Correjado",Rescue,UNegA,10454
Negros Occidental,Pontevedra,Councilor,"Suanico, Jose Marie Torres",Kingkol,UNegA,10109
Negros Occidental,Pontevedra,Councilor,"Cuson, Larry Lacbanes",Larry,Independent,9625
Negros Occidental,Pontevedra,Councilor,"Tomas, Edgar Malibong",Carbine,Independent,9248
Negros Occidental,Pontevedra,Councilor,"Lamela, Arnold Barredo",Nold,UNegA,9205
Negros Occidental,Pontevedra,Councilor,"Espinosa, Norman Centena",Andoy,UNegA,9125
Negros Occidental,Pontevedra,Councilor,"Gavituya, Elmo Velez",Tata,Independent,8182
Negros Occidental,Pulupandan,Mayor,"Alonso, Jose Maria Alvarez",Joemar,Nationalist People's Coalition/UNegA,13672
Negros Occidental,Pulupandan,Vice-Mayor,"Parroco, Larry Malibong",Larry,UNA,10905
Negros Occidental,Pulupandan,Councilor,"Matti, Ma. Silveria Gilbor",Bing,UNegA,11139
Negros Occidental,Pulupandan,Councilor,"Gavan, Jimmy Correjado",Rescue,UNegA,10454
Negros Occidental,Pulupandan,Councilor,"Suanico, Jose Marie Torres",Kingkol,UNegA,10109
Negros Occidental,Pulupandan,Councilor,"Cuson, Larry Lacbanes",Larry,Independent,9625
Negros Occidental,Pulupandan,Councilor,"Tomas, Edgar Malibong",Carbine,Independent,9248
Negros Occidental,Pulupandan,Councilor,"Lamela, Arnold Barredo",Nold,UNegA,9205
Negros Occidental,Pulupandan,Councilor,"Espinosa, Norman Centena",Andoy,UNegA,9125
Negros Occidental,Pulupandan,Councilor,"Gavituya, Elmo Velez",Tata,Independent,8182
Negros Occidental,Sagay City,City Mayor,"Mara, Alfredo Iii Dalisay",Thirdy,Nationalist Unity Party/UNegA,43419
Negros Occidental,Sagay City,City Vice-Mayor,"Javelosa, Narciso Jr. Lachica",Narwin,Nationalist Unity Party/UNegA,39269
Negros Occidental,Sagay City,Councilor,"Mara, Donato Gargar",Dony,Liberal Party/UNegA,33770
Negros Occidental,Sagay City,Councilor,"Javelosa, Georgie Sabio",Bigboy,Nationalist Unity Party/UNegA,32353
Negros Occidental,Sagay City,Councilor,"A, Samson Gaurana",Sam,Nationalist Unity Party/UNegA,28152
Negros Occidental,Sagay City,Councilor,"Uychiat, Victoria Salangsang",Bebing,Liberal Party/UNegA,27946
Negros Occidental,Sagay City,Councilor,"Bismar, Zaldy Avance",Zaldy,Liberal Party/UNegA,26761
Negros Occidental,Sagay City,Councilor,"Frange, Jose Agarrado",Joe,Nationalist Unity Party/UNegA,26022
Negros Occidental,Sagay City,Councilor,"Gamboa, Matthew Victor Anthony La O'",Mito,Liberal Party/UNegA,25913
Negros Occidental,Sagay City,Councilor,"Tolentino, Barbara Ann De La Paz",Bubbles,Liberal Party/UNegA,25004
Negros Occidental,Sagay City,Councilor,"Bitera, Santiago Jr. Dureza",Bebe,Liberal Party/UNegA,23810
Negros Occidental,Sagay City,Councilor,"Sy, Sherden Arnaez",Denden,Nationalist Unity Party/UNegA,23594
Negros Occidental,Salvador Benedicto,Mayor,"Ortiz, Jose Max Sabordo",Jomax,Independent,5110
Negros Occidental,Salvador Benedicto,Vice-Mayor,"Delantar, Misael Labandero",Saing,Independent,4640
Negros Occidental,Salvador Benedicto,Councilor,"Apellido, Roger Sr. Mislang",Ger,UNegA,4554
Negros Occidental,Salvador Benedicto,Councilor,"Dela Cruz, Nehemiah Joe Jagurin",Nonoy Jr,Liberal Party/UNegA,4262
Negros Occidental,Salvador Benedicto,Councilor,"Bandolon, Jugin Jewel Liansing",Jugin,Independent,4097
Negros Occidental,Salvador Benedicto,Councilor,"Bacordo, Eden Gerado",Eden,Independent,3731
Negros Occidental,Salvador Benedicto,Councilor,"Alcorin, Ma. Ludes Delantar",Jane,UNegA,3565
Negros Occidental,Salvador Benedicto,Councilor,"Pontillano, David Sr. Birao",Vid,UNegA,3422
Negros Occidental,Salvador Benedicto,Councilor,"Ceralbo, Eddie Torillo",N-Sik,Liberal Party/UNegA,3365
Negros Occidental,Salvador Benedicto,Councilor,"Moises, Raquelyn Alla",Yayen,Liberal Party/UNegA,3289
Negros Occidental,San Carlos City,City Mayor,"Valmayor, Gerardo Jr. Pomar",Ginggo,Nationalist People's Coalition,47344
Negros Occidental,San Carlos City,City Vice-Mayor,"Quisumbing, Edgardo Broce",Eq,Nationalist People's Coalition,39927
Negros Occidental,San Carlos City,Councilor,"Debulgado, Rommel Tan",Momoy,Nationalist People's Coalition,40248
Negros Occidental,San Carlos City,Councilor,"Carmona, Christopher Paul Sainz",Criston,Nationalist People's Coalition,36590
Negros Occidental,San Carlos City,Councilor,"Cabili, Victoriana Cobbol",Vicky,Liberal Party,33151
Negros Occidental,San Carlos City,Councilor,"Antonio, Hernan Villaester",Hernan,Nationalist People's Coalition,32642
Negros Occidental,San Carlos City,Councilor,"Yu, Dickson Nemenzo",Dx,LDP,32592
Negros Occidental,San Carlos City,Councilor,"Apuhin, Eddie Ledesma",Ed,Nationalist People's Coalition,31835
Negros Occidental,San Carlos City,Councilor,"Mascu, Fleur De Lis Dela Victoria",Oring,Liberal Party,31173
Negros Occidental,San Carlos City,Councilor,"Baguioro, Emmanuel Juanillo",Noli,Nationalist People's Coalition,30390
Negros Occidental,San Carlos City,Councilor,"Mansueto, Clint Suarez",Clint,Nationalist People's Coalition,28937
Negros Occidental,San Carlos City,Councilor,"Uy, Jonie Sia",Kokie,Liberal Party,28379
Negros Occidental,San Enrique,Mayor,"Magno, Mario Espartero",Mayok,UNegA,6277
Negros Occidental,San Enrique,Vice-Mayor,"Jardinico, Abner Debulgado",Abner,Liberal Party/UNegA,5920
Negros Occidental,San Enrique,Councilor,"Delfinado, Alexander Montinola",Alal,Liberal Party/UNegA,6548
Negros Occidental,San Enrique,Councilor,"Yanga, Val Escaro",Val,Liberal Party/UNegA,6158
Negros Occidental,San Enrique,Councilor,"Balenario, Meschille Remando",Baling,Nationalist People's Coalition,6056
Negros Occidental,San Enrique,Councilor,"Tumbis, Jose Salvallon",Joe,Nationalist People's Coalition,6032
Negros Occidental,San Enrique,Councilor,"Delos Santos, Roy Abada",Gard,Liberal Party/UNegA,5562
Negros Occidental,San Enrique,Councilor,"Lanzar, Kim Debulgado",Kim,Liberal Party/UNegA,5526
Negros Occidental,San Enrique,Councilor,"Salgado, Emmanuel San Marte",Eman,Liberal Party/UNegA,5430
Negros Occidental,San Enrique,Councilor,"Debulgado, Ernesto Jr Montinola",Arnel,Liberal Party/UNegA,5333
Negros Occidental,Silay City,City Mayor,"Montelibano, Jose Lacson",Oti,Liberal Party,29411
Negros Occidental,Silay City,City Vice Mayor,"Golez, Mark Andrew Arthur Jison",Mark,UNA,41296
Negros Occidental,Silay City,Councilor,"Gallego, Joedith Casaysay",Gallego,Liberal Party,30772
Negros Occidental,Silay City,Councilor,"Celis, Ireneo Jr. Brodeth",Toto,Liberal Party,26804
Negros Occidental,Silay City,Councilor,"Hinolan, Darryl Fuentes",Dar,Nationalist People's Coalition,25967
Negros Occidental,Silay City,Councilor,"Locsin, Neil Solomon Lopez",Solo,Liberal Party,24821
Negros Occidental,Silay City,Councilor,"Doloso, Renato De Erit",Nato,Liberal Party,23074
Negros Occidental,Silay City,Councilor,"Velez, Michael Thomas Demonteverde",Mykol,Nationalist People's Coalition,21737
Negros Occidental,Silay City,Councilor,"Mayo, Jimmy Bedayo",Jim,Liberal Party,21701
Negros Occidental,Silay City,Councilor,"Penuela, Uldarico Palabrica",Eking,Liberal Party,20492
Negros Occidental,Silay City,Councilor,"Maravilla, Edgardo Benedicto",Edgar,UNA,19853
Negros Occidental,Silay City,Councilor,"Javier, Aileen Ascalon",Aileen,Nationalist People's Coalition,19148
Negros Occidental,Sipalay City,City Mayor,"Montilla, Oscar Jr. Chua",Nonoy,Nationalist People's Coalition,19187
Negros Occidental,Sipalay City,City Vice -Mayor,"Lizares, Maria Gina Montilla",Gina,Liberal Party,17601
Negros Occidental,Sipalay City,Councilor,"Fernandez, Ma. Myrna Ganancial",Myr,Nationalist People's Coalition,13982
Negros Occidental,Sipalay City,Councilor,"Garinganao, Edmundo  Jr. Grijaldo",Edmon,Liberal Party,12399
Negros Occidental,Sipalay City,Councilor,"Mediodia, Praem Lapore",Noypraem,Liberal Party,12196
Negros Occidental,Sipalay City,Councilor,"Hisona, Ulysses Castro",Nonoy,Liberal Party,11808
Negros Occidental,Sipalay City,Councilor,"Galvan, Dennis Villo",Dok,Nationalist People's Coalition,11624
Negros Occidental,Sipalay City,Councilor,"Lim, Alfredo Gulmatico",Batotoy,Liberal Party,10839
Negros Occidental,Sipalay City,Councilor,"Selga, William Lirazan",William,Liberal Party,10629
Negros Occidental,Sipalay City,Councilor,"Bogtae, Dionilo Rodero",Nilo,Nationalist People's Coalition,10237
Negros Occidental,Sipalay City,Councilor,"Nobleza, Annabelle Campillanos",Bardot,Nationalist People's Coalition,9897
Negros Occidental,Sipalay City,Councilor,"Alvarez, Agripino Iii Abacan",Butsoy,Nationalist People's Coalition,9025
Negros Occidental,Talisay City,City Mayor,"Saratan, Eric Mabalon",Doc Eric,Liberal Party,29616
Negros Occidental,Talisay City,City Vice-Mayor,"Lizares, Nilo Jesus Antonio Neil Iii Ere",Neil,Liberal Party,31455
Negros Occidental,Talisay City,Councilor,"Siote, Samuel Morillo",Sam,Independent,29755
Negros Occidental,Talisay City,Councilor,"Lacson, Charles Benedict Cusi",Cb,Liberal Party,26109
Negros Occidental,Talisay City,Councilor,"Garcia, Renel Go",Bebot,Liberal Party,23715
Negros Occidental,Talisay City,Councilor,"Lizares, Ma. Isabel Villasor",Maris,Liberal Party,21414
Negros Occidental,Talisay City,Councilor,"Jalandoni, Jose Nicolas Vergel De Dios",Nic,Liberal Party,21301
Negros Occidental,Talisay City,Councilor,"Treyes, Gorgonio Iii Torres",Jun-Jun,Liberal Party,20688
Negros Occidental,Talisay City,Councilor,"Astorga, Zenia Cutanda",Boday,PDP/UNegA,19723
Negros Occidental,Talisay City,Councilor,"Tribaco, Edmundo Daniel Mejica",Dan,Liberal Party,19109
Negros Occidental,Talisay City,Councilor,"Gulmatico, Remus Gavilan",Remus,Liberal Party,18908
Negros Occidental,Talisay City,Councilor,"Celiz, Edmundo Estilo",Pastor,Liberal Party,18770
Negros Occidental,Toboso,Mayor,"Jaojoco, Richard Mu",Richard,Unega,9671
Negros Occidental,Toboso,Vice-Mayor,"Valencia, Evello Jr. Mu",Dodong,Unega,10332
Negros Occidental,Toboso,Councilor,"Villaluz, Lloyd Mu",Beboy,Unega,8763
Negros Occidental,Toboso,Councilor,"Valencia, Josephus Nillas",Toto Pikot,Unega,8216
